@relation pendigits
@attribute 'a1' integer
@attribute 'a2' integer 
@attribute 'a3' integer 
@attribute 'a4' integer
@attribute 'a5' integer 
@attribute 'a6' integer 
@attribute 'a7' integer
@attribute 'a8' integer 
@attribute 'a9' integer 
@attribute 'a10' integer
@attribute 'a11' integer 
@attribute 'a12' integer 
@attribute 'a13' integer
@attribute 'a14' integer 
@attribute 'a15' integer 
@attribute 'a16' integer 
@attribute class {3, 8, 9}

@data
100, 87, 26,100,  0, 70, 66, 68, 97, 99, 86, 66, 72, 33, 69,  0, 9
 57, 96,  3,100, 27, 74, 62, 90, 86, 71,100, 31, 63,  0,  0,  3, 9
 66, 86,  0, 94, 21, 52, 80, 14, 14,  0, 42, 39,100, 78, 49,100, 8
 25, 75, 37, 98, 92,100,100, 75, 68, 51, 97, 27, 51,  9,  0,  0, 3
 78, 67, 65,100,  0, 75, 56, 37, 84,  0,  2, 10, 35, 52,100, 86, 8
  0, 98,  5, 73, 70, 39,100,  0, 43,  9, 53, 50, 84, 90, 26,100, 8
 41, 81, 63,100, 82, 75, 52, 47,100, 46, 98, 17, 46,  0,  0,  9, 3
 24, 86, 36, 55, 98, 77, 27,100, 45, 81,100, 49, 84, 10,  0,  0, 9
 28, 61, 59, 27, 33,  0,  2, 20, 63, 46,100, 79, 48,100,  0, 74, 8
 34, 71, 16, 65, 17, 23,  0,  0,  1, 42, 44, 75,100,100, 46, 91, 8
 25, 89, 62,100, 65, 78, 66, 52,100, 33, 81,  7, 41,  0,  0,  3, 3
 56, 80,  5,100, 10, 65, 87, 33, 71,  0,  0, 22, 58, 59,100, 97, 8
 93, 69,100,100, 44, 95, 12, 68, 68, 69, 80, 46, 50, 17,  0,  0, 9
 80,100, 32, 85, 63, 72, 61, 81, 86, 48,100, 16, 53,  0,  0,  5, 9
 21, 83, 55,100, 92, 86, 73, 61, 92, 35,100,  9, 52,  0,  0,  0, 3
 69, 90, 33,100, 63, 76, 70, 98,100, 61, 98, 16, 51,  0,  0, 10, 9
 34, 78, 60,100,100, 81, 70, 57, 94, 39, 89,  9, 39,  0,  0, 17, 3
  0, 79, 65, 71,100,100, 27, 90,  3, 62, 78, 68, 70, 41, 35,  0, 9
 75, 87, 39,100, 30, 65, 83, 75,100, 70, 91, 31, 57,  0,  0,  9, 9
 38, 78, 52,100, 97, 79, 58, 52, 78, 41,100, 11, 38,  0,  0, 20, 3
 49, 84, 55,100,100, 98, 72, 72, 48, 50, 81, 31, 49,  8,  0,  0, 3
  0, 92, 44,100, 80, 88, 43, 67, 71, 45,100, 23, 54,  7,  2,  0, 3
 98, 70, 85,100, 33, 86, 46, 65,100, 73, 84, 37, 52,  6,  0,  0, 9
100, 75, 79,100, 47, 82, 79, 84, 66, 64, 62, 23, 36,  0,  0,  5, 9
100, 80, 54,100, 42, 64, 92, 80, 96, 76, 94, 35, 62,  0,  0,  8, 9
 53, 92, 88,100,100, 86, 73, 65, 70, 39, 70, 13, 36,  1,  0,  0, 3
 45, 72, 18,100,  0, 64, 64, 33, 98,  0,  7,  5, 26, 41,100, 68, 8
100, 94, 40,100,  0, 68, 43, 35, 92,  5, 23,  0,  3, 34, 46, 68, 8
 47, 74, 68,100,100, 88, 74, 60, 62, 34, 96, 18, 52,  0,  0,  4, 3
 51, 67,100, 87, 56,100,  0, 84, 48, 74, 91, 54, 65, 24, 22,  0, 9
 77, 96, 29, 90, 66, 73, 66,100,100, 64, 93, 19, 49,  0,  0, 20, 9
 63, 65, 35,100,  1, 69, 61, 36, 79,  0,  0, 15, 33, 54,100, 86, 8
 41, 85, 77,100, 92, 73, 66, 49,100, 31, 78,  5, 37,  0,  0, 15, 3
 49,100, 19, 91, 31, 54, 36, 15,  0,  0,  7, 36, 51, 63,100, 87, 8
  7,100,  0, 73, 57, 81, 49, 80, 76, 52,100, 23, 65,  0,  1,  2, 9
 60, 90, 26, 82, 49, 39, 35,  0,  0, 23, 56, 54,100, 90, 37,100, 8
100, 67, 66,100,  0, 89, 10, 55, 70, 70, 87, 50, 74,  9, 12,  0, 9
 86, 86, 37,100,  0, 74, 53, 62,100, 86, 83, 66, 61, 32, 41,  0, 9
 41,100,  0, 80, 52, 71, 68, 77, 83, 49,100, 19, 65,  0,  6,  2, 9
 25, 98,  7, 67, 95, 78, 36,100,  0, 79,100, 71, 76, 33, 14,  0, 9
 17, 85, 51,100, 83, 82, 55, 53, 59, 39,100, 20, 55,  0,  0,  3, 3
