@relation example2

@attribute a1 real
@attribute a2 real
@attribute a3 real
@attribute class {1,2}

@data
0.373304,6.148295,0.572210,1
0.854525,-0.925449,1.022341,1
-0.385035,-0.266720,1.432108,1
0.618829,-3.081738,2.029821,1
2.137396,6.707690,1.113750,1
1.978473,3.562945,1.449946,1
-0.071457,2.409766,2.492872,1
1.835776,-0.375433,0.057112,1
-0.035072,2.005657,-0.921633,1
0.812306,4.272658,2.338673,1
-0.677948,-1.168442,-0.049007,1
1.384962,0.975977,2.049218,1
3.173066,0.278021,0.963156,1
1.264863,3.691247,1.947310,1
1.813461,-6.013304,0.779876,1
2.237076,0.104886,0.595865,1
1.191639,5.175969,2.501707,1
3.455291,-1.662292,1.004595,1
0.508904,4.063443,-0.460216,1
-0.003268,-3.560031,2.580282,1
1.131660,6.925486,1.745612,1
1.102063,-7.661842,0.674889,1
1.303681,-2.882838,0.392824,1
0.605069,4.028505,1.042917,1
3.092386,1.812880,2.095985,1
1.050436,-1.680106,2.336357,1
0.221342,-1.746713,1.299441,1
0.658807,-0.042340,2.652638,1
1.168626,0.211469,1.114044,1
1.319905,-2.626224,2.870857,1
1.069558,1.349446,0.647487,1
1.568764,-0.019184,1.327035,1
0.810644,-3.136523,0.894354,1
0.125554,-1.681297,0.393474,1
0.887590,-0.007710,0.449937,1
1.404342,0.802479,-0.795853,1
1.565875,2.529524,0.933302,1
0.798626,3.439351,0.838318,1
2.018247,2.872412,2.182172,1
1.691150,4.270331,1.980318,1
2.856588,3.765759,1.664558,1
-0.688740,-0.028949,-0.399329,1
1.914650,5.861880,2.169632,1
0.714594,-2.393081,1.690000,1
0.961321,6.340754,1.666899,1
1.806503,3.500598,0.924435,1
0.319623,-3.510106,1.480108,1
1.587984,0.484993,1.547018,1
0.226785,3.965779,-0.508911,1
1.753102,3.081925,1.493011,1
2.314137,0.657142,0.741394,1
2.533720,1.593614,2.098856,1
0.312451,3.185683,1.765972,1
1.117068,-1.887573,1.940345,1
0.175321,-1.098274,2.095878,1
0.703205,2.445979,1.694004,1
-0.647683,-6.694630,0.285396,1
3.183797,0.715275,0.246816,1
0.651848,-3.216922,1.285906,1
1.790662,2.565200,0.613838,1
0.393648,-7.813624,1.795245,1
3.107801,1.888561,0.787666,1
1.971220,-0.162771,-0.266816,1
1.648088,3.300288,0.976966,1
1.010840,2.752559,2.798579,1
1.461320,3.552449,1.871834,1
1.006026,-1.680297,2.330228,1
0.082535,0.939252,0.507466,1
-1.076848,1.164540,1.084569,1
4.758301,-1.667428,2.502535,1
-0.454866,-7.498849,1.019332,1
1.783126,-1.837413,1.651925,1
1.547858,-2.706517,0.534096,1
2.632645,1.035241,-0.207650,1
2.693233,3.530006,-0.031750,1
1.319005,-0.957016,-0.495961,1
0.549532,2.514882,0.684446,1
-0.586197,1.096842,1.115465,1
-0.714928,4.743502,0.641521,1
2.745745,-1.646269,1.867078,1
0.122093,-0.144781,1.323979,1
2.002353,-0.089698,1.172288,1
1.888128,1.338245,0.041150,1
1.322740,1.538857,0.526543,1
-0.200199,-0.890706,1.438793,1
0.451197,-0.119215,-0.268751,1
0.941141,-4.952202,1.064347,1
3.185284,0.164126,0.636538,1
0.951177,-0.622552,0.586865,1
3.026002,-0.504706,0.068234,1
0.742676,1.857671,2.401209,1
0.530448,-9.207712,0.336818,1
0.201062,2.903739,2.012757,1
2.116326,6.045988,-0.312027,1
0.898927,1.876588,3.011779,1
0.310154,-0.947776,-0.772321,1
-0.338618,0.317073,-0.139031,1
-0.281279,1.956266,0.940595,1
0.534502,3.235140,1.010232,1
1.997434,-2.167566,1.472821,1
1.354218,-2.772146,1.698943,1
1.093058,1.924440,0.967318,1
2.625223,7.679524,0.102187,1
2.007013,-1.698565,-0.491561,1
0.689617,5.933308,-1.210047,1
2.748084,0.311858,-0.704591,1
2.047468,4.368319,0.813431,1
0.934594,4.996627,0.934440,1
1.611564,4.885390,1.406637,1
1.590018,0.185271,0.924669,1
2.053783,-1.504527,0.385428,1
-1.827074,-2.786441,0.546362,1
-1.590155,-0.580427,0.175748,1
1.281373,-10.318866,2.631039,1
-0.848754,1.862881,0.193673,1
0.930710,-3.270331,1.624254,1
0.523320,5.621543,2.009147,1
0.504091,3.401184,0.508686,1
0.126680,11.398277,1.260725,1
0.635280,3.021955,0.337405,1
2.181964,-1.698536,0.343514,1
1.064888,-0.424819,2.001483,1
0.644616,0.510430,2.155997,1
0.983558,-4.307028,1.039929,1
1.594488,-1.804487,0.753186,1
2.122125,4.255896,0.802027,1
-0.129626,-0.436748,1.771988,1
1.541001,0.830188,2.040291,1
1.432372,1.585068,1.305335,1
0.441687,0.129409,0.872260,1
0.148338,-0.830517,1.949001,1
-0.160214,0.859187,2.322715,1
1.057749,1.592960,-0.949131,1
1.692559,3.855642,-1.128277,1
-0.464383,0.923192,1.833835,1
1.366470,1.819219,0.762799,1
1.249934,3.658982,3.487915,1
-0.464847,6.450399,1.629669,1
-0.158772,-5.200109,1.546488,1
1.818779,0.060340,1.143722,1
-1.892844,-1.232677,0.499776,1
3.467849,4.072653,0.376131,1
0.472945,3.062459,0.626993,1
2.425370,1.118849,0.547710,1
0.845540,2.090274,0.267019,1
1.013135,1.139905,1.018574,1
0.193220,11.208079,-0.427997,1
2.312421,0.948251,2.424353,1
1.961595,-6.944024,0.267265,1
1.342888,4.419060,0.477833,1
0.656005,6.824341,1.423333,1
0.899732,-0.759537,-0.454592,1
1.023810,0.403299,3.484496,1
-0.283136,0.296272,0.435675,1
0.443792,0.445799,0.813484,1
-0.454148,-0.955628,2.680468,1
0.636816,-2.304277,-0.086322,1
0.395131,1.063255,-0.108890,1
0.054250,3.547244,0.100829,1
0.417432,4.508461,1.970516,1
0.571560,3.407322,0.821749,1
0.204623,3.819522,0.211998,1
0.397006,4.477060,-0.444432,1
-0.247971,0.191741,0.639260,1
1.820224,-2.264474,-0.168225,1
2.041119,-3.156302,0.461989,1
1.386231,-3.743323,0.521296,1
-0.405563,1.753361,1.793189,1
0.236098,-1.733528,1.417397,1
1.115090,1.031325,1.028583,1
0.952448,-3.607569,1.088105,1
0.454661,0.669471,0.011320,1
-0.550095,-0.335440,1.528471,1
1.615581,2.521897,1.647907,1
-0.378555,-5.573433,-0.456674,1
1.905621,1.922777,2.278456,1
-0.280855,5.453425,-0.640557,1
1.827702,-1.153726,1.820828,1
1.060290,-0.249794,1.584363,1
0.238381,-1.295995,1.478191,1
0.612765,-7.295783,1.044251,1
1.571302,-2.675740,0.706723,1
2.279432,-4.977234,1.557616,1
1.723019,1.146443,1.462501,1
2.319211,-2.499731,-0.490592,1
2.201450,0.360635,0.073283,1
0.291888,-1.435332,0.831278,1
1.448303,-0.060830,1.435120,1
0.996802,0.041500,0.429763,1
-0.165929,1.406719,0.995410,1
0.580023,-0.126323,0.670698,1
2.200071,-5.045874,0.875637,1
1.561984,9.446190,-0.129824,1
3.157568,3.418662,1.216918,1
1.780033,2.939110,1.951318,1
1.285435,4.406962,-0.874321,1
1.509480,-0.624445,1.465219,1
1.138123,-4.623433,0.138047,1
-0.235943,-5.079836,0.065061,1
1.501677,4.490212,-0.250145,1
1.265823,1.444421,0.450313,1
0.666094,2.548022,1.213515,1
2.250647,0.440831,0.005510,1
2.876747,-2.231928,0.571880,1
2.294504,2.382957,2.271877,1
1.062787,5.026972,0.186748,1
1.719376,4.760221,1.378553,1
0.557798,1.156285,1.217780,1
0.017991,-3.109154,-0.078239,1
2.305669,-5.030395,-0.200489,1
0.195906,-2.813711,1.778524,1
1.806220,-3.866196,0.981758,1
2.015866,0.660944,1.982046,1
0.551131,-0.462115,1.527086,1
2.966017,0.250048,1.069065,2
3.140246,0.770175,0.852071,2
2.195351,2.285436,0.847036,2
1.538334,0.648494,0.406181,2
2.431165,1.627791,0.449874,2
3.124085,1.459910,-4.932852,2
3.032913,0.330238,1.549117,2
2.153723,1.917736,0.983627,2
3.264317,0.947350,-4.148181,2
2.162680,1.291922,5.914447,2
2.445334,2.018443,1.241242,2
2.369556,-0.838300,-2.259404,2
3.180349,1.433450,5.596759,2
4.876541,0.588050,2.797735,2
4.615818,1.979170,5.168275,2
2.840048,0.913847,0.315587,2
2.385357,1.441354,0.277922,2
2.396921,1.417138,3.416381,2
2.707563,1.036409,2.631513,2
3.078012,1.587679,-0.377311,2
4.703549,-0.609960,2.083354,2
2.645310,0.625065,1.326222,2
2.936135,-0.363885,-3.035348,2
2.776154,-1.086853,4.625505,2
2.508558,0.631131,-1.571004,2
2.204358,2.188959,-2.146735,2
2.046317,2.167691,8.303073,2
4.261661,0.966478,-1.523931,2
2.347891,-1.139643,2.238962,2
3.503662,1.151955,-4.612826,2
2.395979,0.064433,1.900684,2
3.822338,0.813784,1.078687,2
3.452958,0.707404,5.553174,2
2.109199,0.912056,-2.191648,2
3.044632,1.599796,-0.349650,2
1.854626,1.304196,6.785297,2
3.639884,0.238556,2.658360,2
3.589836,1.551469,0.985645,2
1.521622,1.643593,-0.152557,2
2.224294,0.759251,-3.515266,2
2.480641,0.240302,-0.993320,2
1.213692,-0.433598,1.243854,2
3.163640,1.932793,5.131598,2
3.387740,-0.233209,4.912277,2
5.015692,0.532599,3.047560,2
2.598834,0.338292,3.015320,2
1.685069,2.110293,-1.263494,2
0.200487,1.667448,-0.197362,2
3.488532,2.296210,2.091270,2
3.039994,0.815045,8.525357,2
1.605151,2.491433,-0.455974,2
2.613726,1.018367,9.605145,2
1.273981,0.561147,4.910447,2
2.337648,2.572671,-0.588993,2
2.097700,2.124003,3.738433,2
3.298806,-0.703026,1.767979,2
4.887716,3.470536,-3.704322,2
3.362092,0.881500,2.326627,2
2.824660,0.640937,-3.151332,2
2.000152,1.604711,2.256206,2
2.817149,1.418547,2.843538,2
3.017836,1.475561,2.803676,2
1.089573,3.229483,-4.846007,2
2.137022,1.311164,0.420474,2
3.902462,1.282168,0.029540,2
1.685031,-0.363551,2.069114,2
4.420402,2.697333,1.231961,2
1.341596,0.185267,2.750936,2
3.087382,0.052299,2.643009,2
3.417788,2.288052,1.120503,2
4.148708,3.038613,-0.504557,2
4.114041,1.804224,2.583390,2
1.627102,2.261861,-6.630541,2
4.016838,0.459408,3.419371,2
4.793914,0.198551,5.630951,2
2.826179,2.611151,2.162837,2
1.873127,3.192813,1.913585,2
2.996218,1.265934,0.782548,2
1.900208,0.000272,-3.532418,2
1.129698,0.701685,-4.275803,2
2.475415,1.746070,3.907906,2
3.395805,1.473551,-1.683281,2
2.044919,0.298229,1.394112,2
4.923067,0.694821,-1.543295,2
3.626734,2.624687,-0.443121,2
2.744208,1.413668,-2.562883,2
3.348171,-0.666100,-0.758373,2
3.848362,1.172762,1.005177,2
2.501656,1.259249,-0.367589,2
2.875074,0.865773,1.696633,2
2.523002,-0.138150,-4.486411,2
2.974424,0.804721,-0.450021,2
3.569140,1.229943,2.711637,2
1.820551,0.681068,6.019703,2
3.127744,0.812972,0.972318,2
2.099726,0.439313,4.316341,2
4.657454,1.332013,1.588593,2
3.349171,1.884867,-1.806293,2
3.048891,0.329219,-0.437687,2
2.862590,0.187964,-2.273767,2
1.712844,0.788056,-2.971140,2
2.324757,1.748387,-1.640050,2
3.772691,0.552199,1.506203,2
2.570059,-0.000193,-1.513068,2
2.845384,1.302135,-2.487007,2
2.356606,1.132285,-2.386224,2
2.970575,1.579847,0.147103,2
4.019470,-0.409239,5.162370,2
4.350267,-0.335133,-6.181388,2
2.658374,-0.179629,-1.172351,2
3.057128,1.001043,2.771387,2
3.650142,2.839074,5.355983,2
2.944606,2.021304,2.625072,2
2.447811,-0.031668,4.608606,2
2.692484,0.334997,5.873887,2
2.580532,0.723234,0.492891,2
4.046188,0.530751,-3.308480,2
1.888442,1.682396,-2.621499,2
3.791029,1.602382,-0.841059,2
3.608046,0.354078,4.457644,2
2.780808,1.314583,-0.857861,2
3.264077,2.333914,3.846000,2
1.885425,1.397796,-4.758325,2
2.380882,-0.578461,-0.986671,2
1.850410,3.171817,8.462250,2
1.310690,1.464576,5.240557,2
2.281233,-1.437430,3.620052,2
3.753457,1.538678,0.333791,2
3.858235,2.570217,2.045902,2
3.577935,2.311930,-1.848597,2
2.554875,1.462966,4.102742,2
1.682951,2.242904,5.499999,2
3.723919,1.124342,2.758419,2
3.104848,1.320987,-2.412561,2
4.395221,1.570410,3.641833,2
3.194800,0.869062,-1.153664,2
2.885365,-0.091492,-0.919749,2
2.144947,-0.016828,1.098767,2
2.463790,-1.086975,-0.071262,2
3.600223,1.246695,2.367096,2
3.233462,0.470080,5.418918,2
2.278552,1.337425,3.877719,2
2.369098,1.167281,-1.522037,2
3.432017,2.040262,-2.865251,2
3.770405,1.930686,-3.580726,2
3.754551,1.514730,-2.711360,2
2.046335,2.378513,-4.776570,2
2.816356,1.001710,3.879726,2
3.200585,1.936112,2.742218,2
2.453454,2.354923,0.484216,2
1.258697,0.598570,1.697150,2
3.539265,1.604738,2.920252,2
4.049409,-0.384004,1.275206,2
3.430331,-0.066323,4.862864,2
1.933591,1.538949,3.759012,2
3.326743,1.826761,-4.372128,2
3.363629,0.945659,-7.531754,2
4.222144,0.575864,4.979304,2
2.789724,1.179798,0.169911,2
3.524426,1.821653,-0.548170,2
2.248639,0.672620,-2.356291,2
2.537348,0.744959,-0.414361,2
5.522626,0.256259,0.594833,2
2.857251,1.061964,-1.826237,2
2.352838,2.205729,4.307549,2
1.989855,0.939338,-1.474857,2
4.797113,1.144140,2.613167,2
3.496792,1.025938,5.494665,2
5.133621,1.112131,3.133817,2
2.303437,-0.792558,-5.816296,2
2.193715,-0.421890,-3.803953,2
2.719758,0.762284,0.359985,2
2.199585,1.192062,0.793379,2
0.355317,1.336210,2.154922,2
3.678728,2.712520,-4.393468,2
3.934677,1.106834,4.038306,2
4.840812,0.837047,0.608428,2
1.070778,2.527166,3.615587,2
-0.068276,0.452636,2.231147,2
2.518285,1.947085,-5.399478,2
2.762747,1.370461,-0.612614,2
3.988304,-0.804446,6.208775,2
3.628838,2.429549,0.738410,2
3.850317,0.294369,0.687385,2
3.170713,1.287406,-6.454049,2
2.073140,0.449466,-3.256061,2
3.049847,0.856481,1.762324,2
3.701562,0.496218,-1.873735,2
4.556815,0.549335,3.602715,2
2.225249,0.703096,-7.070650,2
2.034667,0.550883,-6.438254,2
2.721206,0.827965,2.990730,2
2.144867,2.572196,6.345665,2
3.363337,1.212943,-1.267478,2
1.585356,1.393585,0.335004,2
3.374795,2.017951,0.803067,2
3.082801,1.364233,1.024090,2
4.625953,0.673072,1.901910,2
3.916363,0.558755,2.010436,2
1.435645,0.136759,4.316556,2
2.571541,-0.313250,3.177941,2
3.255492,0.674091,-1.748401,2
4.105690,0.844682,-2.467825,2
3.547862,-0.002139,5.051346,2
1.930128,-0.199042,0.535195,2
1.889560,0.085015,-0.019157,2
2.016603,-1.920034,2.022957,2
0.322411,2.272605,-1.075585,2
1.502209,0.088150,-7.089108,2
2.493039,1.091552,0.557721,2
3.778024,0.383354,-1.830714,2
2.087161,-1.573903,0.752944,2
1.797411,1.797285,-1.270795,2
2.897930,0.338143,3.800157,2
3.411994,0.201449,1.537544,2
3.766285,0.458466,4.318338,2
2.940703,-0.213851,3.040058,2
3.955584,0.205924,1.530408,2
2.067298,1.487884,2.000312,2
3.824039,1.262227,2.584262,2
3.303779,0.762945,0.528412,2
4.790813,-0.730423,2.641236,2
1.980776,0.235153,-4.194104,2
2.384724,1.440229,1.136774,2
4.980566,0.906573,6.638097,2
2.132326,1.705738,6.063642,2
0.675262,0.173648,6.034614,2
2.627127,2.155710,2.036587,2
2.652234,1.814629,1.957964,2
3.658030,1.414119,-6.413230,2
0.666618,1.406830,1.822045,2
3.291436,-0.016438,-1.552586,2
3.817008,0.290556,1.033767,2
2.404584,1.313991,11.257622,2
2.295784,3.779597,0.402880,2
2.979026,1.753839,1.708631,2
4.173575,1.249864,0.866308,2
3.893216,1.414969,-1.865318,2
2.139934,0.109933,2.989375,2
3.591774,0.225441,0.403089,2
3.610336,0.346660,0.509346,2
2.365472,0.017454,2.481769,2
4.217236,0.496591,-1.565693,2
2.729600,0.270942,3.116444,2
3.332225,1.729656,-2.567296,2
2.787739,0.889853,4.249530,2
4.130999,1.709995,0.964315,2
2.491998,0.579414,4.020392,2
1.729314,1.499435,0.163528,2
2.292276,0.155304,-1.397757,2
3.797525,3.053419,0.638406,2
3.389946,2.456292,4.671812,2
2.167925,1.052089,-0.597396,2
3.643533,1.244975,2.400636,2
2.268088,0.122952,4.697246,2
4.129131,0.711700,8.458526,2
0.733776,-0.371273,4.649126,2
1.914207,2.797251,6.717246,2
2.986965,1.047422,3.594299,2
3.320366,1.206248,0.420106,2
2.516047,1.320785,0.618903,2
2.632976,0.682272,2.249320,2
3.084335,0.437615,4.219115,2
2.368028,-0.442625,-0.367768,2
2.581792,3.253185,3.281466,2
2.233080,1.621862,4.539311,2
4.797878,1.499860,3.903813,2
0.538761,0.964790,-1.597490,2
3.806471,1.383470,3.716787,2
2.639381,-0.617543,-3.351698,2
3.855123,-0.093043,0.230097,2
2.144889,2.758682,-0.199131,2
1.560246,0.991197,5.692928,2
1.745103,2.075916,-2.727569,2
4.746615,0.149248,5.267088,2
3.877354,2.621357,2.237923,2
3.554697,2.511533,1.913483,2
4.366307,1.517429,-5.916180,2
2.799070,-0.602677,0.025832,2
3.746332,2.766651,3.136365,2
1.560639,1.463538,1.225684,2
2.601546,-0.213163,1.037850,2
3.376369,1.395814,4.527879,2
4.208197,1.861894,0.667302,2
4.203239,0.726735,-0.345542,2
4.045441,1.066935,0.795787,2
3.934447,1.126293,0.687953,2
3.160369,0.831088,6.106353,2
3.607993,-0.887579,0.740090,2
1.466161,0.462609,1.343261,2
1.450419,-0.060534,2.465032,2
1.043282,1.347821,-3.518573,2
3.496958,1.319321,0.939873,2
4.483612,1.119721,3.237401,2
2.487754,1.495243,-3.828912,2
1.542901,1.392125,-1.205586,2
2.128486,3.766735,-8.120731,2
4.094631,1.192873,-0.175686,2
2.881901,0.968465,-0.890674,2
2.584249,0.441148,3.290773,2
3.151477,2.666335,-2.944670,2
4.350924,1.910554,-2.604031,2
4.760930,-0.213459,-3.004767,2
2.911304,1.993730,1.000114,2
4.407318,1.455851,1.244957,2
3.462858,1.509549,8.021093,2
2.151074,1.697177,2.762610,2
2.745811,0.932079,-6.438908,2
3.510686,2.411202,1.575664,2
2.966122,0.229630,1.241279,2
2.457080,-0.150912,-4.927664,2
2.817036,1.078965,0.319752,2
1.509381,1.223282,-3.906998,2
3.269542,0.611045,1.789904,2
2.610296,2.216154,1.005624,2
1.891108,2.387778,-7.016754,2
4.034829,-0.046611,-1.926837,2
4.242687,-1.078100,0.889925,2
3.309671,-0.107665,-1.949929,2
4.127132,0.897328,6.745421,2
2.383469,1.271276,1.183607,2
3.856955,0.679485,0.253546,2
4.077348,1.701078,-6.726590,2
4.072274,2.453692,-2.336334,2
3.018547,1.488349,0.159463,2
3.265265,-0.393602,4.046302,2
1.703298,0.436037,2.310339,2
2.101365,1.866436,-1.123107,2
3.318899,1.822137,0.377374,2
3.063160,2.212539,0.703121,2
2.476095,0.820996,-3.311882,2
3.445980,0.985868,-1.341175,2
1.834627,0.783466,6.233964,2
4.249521,0.374655,-2.148064,2
3.410757,0.255858,0.621708,2
3.055485,-0.171921,-2.410161,2
4.131025,0.811186,2.299573,2
3.210726,0.671205,3.156229,2
2.153440,0.802336,-6.144418,2
4.338771,1.861985,-0.301102,2
3.585473,2.219208,0.440584,2
3.735305,2.970633,-1.043961,2
2.182943,0.871842,-2.294381,2
3.435161,1.246463,2.246841,2
2.495200,0.617870,3.139205,2
1.844439,1.865649,-0.971567,2
3.984852,-0.040715,0.572878,2
3.144919,0.792028,-1.327381,2
2.440887,0.293297,5.454076,2
3.164192,1.218545,2.683922,2
1.964262,-1.076465,-3.831519,2
4.179579,-0.308007,-0.236290,2
3.107406,2.397840,2.361844,2
4.311087,2.017609,-2.915055,2
1.626608,0.203039,0.883562,2
3.410292,0.626173,4.352791,2
2.966673,1.010442,-4.111519,2
1.633613,1.310570,5.212559,2
2.849013,0.561041,2.164512,2
4.503753,-0.018662,-4.936714,2
3.182410,2.365137,0.541747,2
4.308402,0.416135,1.425827,2
2.583288,-0.758887,2.487617,2
2.746816,1.148045,-2.708423,2
1.706799,1.315727,-0.002424,2
1.409285,0.812789,1.480253,2
2.344541,0.800092,5.063528,2
3.035319,1.701372,4.129527,2
1.906466,2.407873,-2.992073,2
2.858377,1.337214,-0.448130,2
1.984047,-0.394212,1.614537,2
3.855285,0.189315,3.865090,2
0.961609,1.653331,5.423259,2
3.970434,0.390777,2.016576,2
2.340926,3.501489,-1.514184,2
3.326205,0.124030,6.152884,2
5.103109,0.237180,-1.394705,2
1.224989,-0.138194,-1.241800,2
4.328905,2.062860,5.435902,2
3.798174,1.736976,0.393449,2
1.223551,1.935584,2.655122,2
2.311147,0.459648,-0.338106,2
3.155704,0.641976,-4.789655,2
4.773132,0.304318,-3.012820,2
2.464905,1.611585,-1.695065,2
0.216818,2.769382,3.180882,2
3.583433,0.622472,-5.733399,2
3.724266,1.816954,-3.135705,2
2.636322,0.351708,-2.040374,2
5.357322,0.062483,1.845715,2
3.335583,0.606104,2.783965,2
3.022616,1.472942,0.042099,2
2.495560,0.957003,2.482622,2
3.686186,2.094950,3.438789,2
3.786775,-0.229413,-2.926278,2
0.826422,1.586948,1.394243,2
1.920333,1.059034,-4.801312,2
3.591166,0.554168,-2.215495,2
3.234321,1.642001,1.276868,2
3.296407,1.398488,3.881516,2
4.447929,0.026101,4.960236,2
2.915608,2.109589,3.465324,2
1.780414,1.283091,-1.784915,2
0.665197,0.006554,3.101378,2
3.177335,2.162341,-5.030089,2
3.131243,1.045841,-2.194192,2
1.607167,0.733087,0.952450,2
2.883617,1.352712,0.905292,2
3.401214,-0.336531,0.453537,2
2.120937,0.432426,3.516615,2
3.114560,0.375293,1.904498,2
3.245305,-0.975855,-4.644368,2
2.662900,2.962914,1.210058,2
2.134374,0.872666,1.252752,2
3.120638,1.149265,-3.521263,2
2.748037,0.916145,4.423933,2
3.705532,1.026439,-1.535832,2
5.305956,1.883174,5.543690,2
2.617564,0.792650,2.130427,2
4.464759,1.391625,5.128880,2
3.729116,1.423087,1.215719,2
3.933732,2.091297,1.002196,2
3.608231,0.742278,-1.256929,2
3.404352,1.724608,4.790652,2
2.392689,1.190454,3.615273,2
4.074631,0.786044,1.009338,2
2.900239,0.980635,6.076873,2
5.220525,0.972434,1.737088,2
1.591360,1.515004,-1.294361,2
1.792248,1.554201,-2.536902,2
3.990637,0.226801,-2.608960,2
3.024280,0.360634,-1.786424,2
1.656143,0.785654,4.009849,2
3.196854,0.743103,-5.163987,2
1.646314,-0.088213,-8.216028,2
3.859041,0.414132,-1.817280,2
2.331928,0.419888,-4.534473,2
2.649110,1.756492,-1.845783,2
2.816452,-0.174807,4.040440,2
4.922168,0.488626,-0.216760,2
4.696537,1.947265,-1.770227,2
3.489041,0.555387,-1.784743,2
4.750891,1.953608,1.104639,2
2.380954,1.029261,2.862932,2
3.528222,1.739263,-1.994439,2
3.547651,0.848394,-1.951927,2
3.478768,-0.159849,-3.966696,2
3.896711,0.663987,2.252307,2
4.198596,0.602990,2.528633,2
3.066558,0.508712,-0.309887,2
3.709997,1.298773,1.355018,2
2.492732,0.831481,-2.284562,2
3.345881,-0.915448,3.532298,2
2.588972,1.423749,2.674800,2
4.784689,2.410828,-2.591609,2
1.210106,2.164520,3.704460,2
2.254991,1.096959,0.825896,2
3.710225,0.542580,1.568325,2
4.095500,-0.525270,2.040585,2
2.578491,1.231996,-2.092535,2
3.547851,0.809956,1.402381,2
4.360966,1.246164,0.181380,2
3.225945,0.755763,2.538035,2
0.979676,2.178594,2.403068,2
3.415540,-0.519015,-3.152281,2
3.919551,0.962467,3.052757,2
1.894651,-0.086175,-2.364620,2
3.644019,-0.092487,5.151332,2
2.737130,0.501793,-0.222638,2
2.729565,0.734753,4.632731,2
3.568079,1.585013,0.145441,2
2.461632,1.612358,-1.642871,2
2.421906,0.803796,2.975944,2
3.296124,1.076560,3.171656,2
2.825693,3.171540,2.103534,2
2.533434,-0.365273,2.612165,2
3.225234,1.200485,1.356958,2
4.448334,-0.230744,-3.391203,2
2.936970,0.534607,0.957974,2
4.037760,3.301840,-1.474963,2
3.113737,1.031840,2.505644,2
2.277928,0.951885,2.042520,2
1.646629,2.903774,2.240100,2
5.724145,2.209032,7.948796,2
2.112923,-0.520810,2.288715,2
3.375416,0.728956,3.892259,2
4.466843,1.423886,-1.084174,2
2.625366,0.972835,2.290303,2
3.761875,2.786783,-4.631187,2
3.383318,-0.558016,4.116318,2
3.695686,0.902202,-3.753613,2
3.081832,0.665819,-0.111806,2
2.634230,-0.809503,3.280590,2
5.264911,0.651021,-2.220933,2
3.373966,2.429223,-1.737775,2
3.132198,2.174917,2.578450,2
3.654959,1.414473,-0.277977,2
2.066227,0.855853,0.155933,2
2.182824,0.619754,-1.715911,2
2.142777,0.577947,0.556016,2
3.999945,3.168543,-1.091806,2
4.085918,0.929524,2.561924,2
1.790292,0.844301,-6.168433,2
5.205639,2.580805,4.651541,2
3.577051,2.813917,2.856239,2
2.898487,1.793050,0.803928,2
2.014270,0.736378,-0.038486,2
4.202852,0.322951,4.786161,2
2.971110,1.788392,2.758259,2
3.913723,1.850699,-0.883454,2
2.296137,2.456623,3.918754,2
2.520526,1.779771,4.151089,2
2.854263,1.686492,-0.768941,2
2.535887,0.639227,5.693416,2
3.502727,1.490174,-1.579285,2
3.037559,0.850744,-7.106426,2
3.307644,2.191575,1.859041,2
2.286645,2.400896,-1.116416,2
3.161361,1.336096,1.939627,2
3.160830,3.126369,-0.184131,2
2.488613,2.516908,6.515167,2
2.971550,0.282927,0.575569,2
4.506606,1.084281,0.416889,2
4.109387,1.832305,0.951333,2
4.158632,1.470593,-0.360536,2
4.139797,1.459609,-1.993581,2
3.236366,1.235349,1.664816,2
3.554091,1.419048,2.946883,2
3.167533,0.659299,1.553281,2
1.909014,0.006642,-2.949116,2
2.492319,-0.340441,-2.558467,2
1.716472,-0.600127,-0.990883,2
3.140265,3.622061,11.090372,2
0.181315,1.149409,-7.985621,2
3.133256,0.921183,3.493172,2
4.557354,2.714391,-4.025805,2
2.853180,1.820130,-1.442266,2
3.880682,0.863805,1.422290,2
3.916157,1.160387,4.451251,2
4.014167,2.015433,3.388065,2
4.341039,0.863312,-2.356930,2
2.587087,0.579058,-4.038061,2
4.175828,1.641613,5.630532,2
2.377876,0.978144,1.050011,2
2.015159,-0.781812,-1.689001,2
3.997322,1.921891,1.161605,2
1.373731,2.325379,-0.045249,2
3.505100,-0.242325,5.701329,2
2.415035,0.355572,-1.635259,2
3.883041,1.257470,2.714107,2
1.703996,1.926601,-1.254309,2
1.285408,-0.702443,0.523435,2
2.243996,1.123922,-2.887531,2
2.895634,1.987771,-1.022669,2
2.807253,1.922929,4.616985,2
2.744383,2.197032,2.074874,2
1.449522,1.336206,-4.857406,2
1.407824,-0.833609,0.666939,2
4.208578,1.022971,-0.865513,2
3.635876,-0.109866,-1.979125,2
2.425696,0.589199,0.565500,2
4.024856,2.584833,1.798621,2
4.310832,2.938396,2.636252,2
3.904119,0.933725,-3.709688,2
3.353381,0.622911,6.038270,2
3.269461,0.858532,2.919731,2
2.263689,0.185693,-0.833169,2
2.951318,0.125567,2.282623,2
2.746780,0.221346,-0.184151,2
3.517041,-0.444775,4.235628,2
4.132336,1.597649,-0.951881,2
3.459042,1.475189,1.124378,2
2.844085,0.327800,-1.255627,2
5.032152,1.755800,-0.506577,2
2.744497,2.189325,-3.184387,2
2.327873,1.883865,6.132249,2
2.168444,1.244770,-5.175407,2
1.731287,1.368275,3.247766,2
3.960360,2.042178,-6.530443,2
