@relation example1

@attribute a1 real
@attribute a2 real
@attribute class {1,2}

@data
15.089158,3.672347,2
20.762168,3.308840,2
8.433296,3.832222,2
8.313492,3.653293,2
11.636841,2.647560,2
10.389775,4.236635,2
8.182395,4.573373,2
10.993718,1.665157,2
11.582869,4.153204,2
11.071804,0.662976,2
14.061722,4.259268,2
13.444292,3.336479,2
6.688768,3.876959,2
7.343158,2.211805,2
13.399737,2.640715,2
10.037612,3.254498,2
10.256804,1.035836,2
6.989529,2.723349,2
5.396627,3.506430,2
10.424580,2.367371,2
8.061375,2.668484,2
7.419992,5.104195,2
13.307107,3.135310,2
4.860748,2.380904,2
3.882632,2.967602,2
12.473377,3.829695,2
2.242615,4.143805,2
10.920261,3.006705,2
9.142397,3.887273,2
11.214313,3.258267,2
7.599271,4.017941,2
9.089990,3.588949,2
9.899878,3.665670,2
12.777957,3.647303,2
10.401414,0.811397,2
10.680889,5.160016,2
8.433403,3.853279,2
7.648183,3.836579,2
11.538841,4.159288,2
10.427877,2.192265,2
8.294074,3.826838,2
6.210509,3.250542,2
8.053834,4.943240,2
6.230251,3.657668,2
7.608021,1.839243,2
13.250955,3.912848,2
10.595577,2.897968,2
10.833363,2.969791,2
12.003633,1.674163,2
7.367652,3.617015,2
9.047148,3.101164,2
11.746378,2.561937,2
13.250630,4.424167,2
8.858441,2.158290,2
7.858893,3.543272,2
8.046086,3.492046,2
7.967819,1.946940,2
11.695142,1.655685,2
1.563135,0.937504,2
1.373674,4.776833,2
8.688134,1.650079,2
6.001155,1.972202,2
9.095987,3.116242,2
7.531141,2.349933,2
11.048217,4.238374,2
11.857168,2.893635,2
10.241342,3.190878,2
7.424111,2.401846,2
16.961636,3.851709,2
8.590996,2.970312,2
7.861687,1.520551,2
11.404303,2.127346,2
9.897174,1.938617,2
14.037751,3.562243,2
11.099258,3.570200,2
2.756798,3.592983,2
13.113122,2.453516,2
7.511148,2.962775,2
10.204210,2.926271,2
8.504306,4.008354,2
13.700311,2.391824,2
9.179500,3.891855,2
14.870503,2.731620,2
14.770825,3.837411,2
8.572071,3.236386,2
10.921422,1.365279,2
6.485820,3.885346,2
13.565164,2.005090,2
9.383234,1.971077,2
9.895631,4.411156,2
10.461329,3.099305,2
13.043326,2.198800,2
11.111285,3.005141,2
9.277371,3.140793,2
7.725648,3.634372,2
8.809803,4.550465,2
10.722431,4.187393,2
7.178923,3.056494,2
6.247616,2.869349,2
10.321238,2.954515,2
7.011902,3.941428,2
7.141914,4.973996,2
12.203362,4.057758,2
12.902304,1.991708,2
6.937910,2.187132,2
8.616661,1.631473,2
8.690918,1.786957,2
12.646283,1.296696,2
11.779989,2.368795,2
13.258138,2.048224,2
11.984469,3.021557,2
7.075369,4.259726,2
8.377985,3.331241,2
9.071097,1.912712,2
5.665515,3.613659,2
17.671851,2.696044,2
11.797672,1.249817,2
13.701551,2.460128,2
14.568473,3.932740,2
7.790588,2.206936,2
12.632568,2.000776,2
4.478011,2.636441,2
11.751093,4.602284,2
11.180279,2.747545,2
9.978411,2.650977,2
9.393186,4.880520,2
9.041851,5.231389,2
14.408429,5.360650,2
9.136549,3.427175,2
13.260965,3.245584,2
12.886945,4.633044,2
10.397889,3.892998,2
6.547606,3.629449,2
11.531310,1.882428,2
10.161581,3.601630,2
10.608297,2.536668,2
14.911188,5.190969,2
15.178719,3.617598,2
11.880626,3.385147,2
9.067601,2.581351,2
12.447703,0.962568,2
8.855393,2.522738,2
11.937970,4.160633,2
10.092505,1.853334,2
8.706278,2.281317,2
7.737241,3.723606,2
11.684873,4.917507,2
10.483986,3.308348,2
4.921951,4.889157,2
13.426151,2.758497,2
0.751123,2.609395,2
12.635861,2.654594,2
13.339371,3.700174,2
11.768331,3.605203,2
10.149254,3.856256,2
12.447725,1.715772,2
12.312384,2.478852,2
12.916158,3.536476,2
11.072123,1.657735,2
7.331688,1.890807,2
3.415862,2.450546,2
8.719716,2.479543,2
11.664408,1.283296,2
13.357323,3.360637,2
7.476053,4.967169,2
8.576900,1.935872,2
8.997214,2.764520,2
14.465886,4.446183,2
14.703207,5.219647,2
7.094383,1.988164,2
10.410245,3.569422,2
11.062256,2.097929,2
11.255669,3.709031,2
9.092407,3.205831,2
13.464583,3.251361,2
7.122528,4.159142,2
2.930557,3.287722,2
11.435828,2.513917,2
8.951611,2.888973,2
9.564573,4.913688,2
4.916520,1.945577,2
10.395592,3.349782,2
14.050307,1.637487,2
12.680323,2.113636,2
10.897108,1.708114,2
10.513379,3.219149,2
11.172036,3.602345,2
6.948909,5.911291,2
12.747259,5.308066,2
9.580793,3.329390,2
9.375016,2.014749,2
7.265411,4.348024,2
8.940325,4.331367,2
16.660888,2.255268,2
14.312176,3.271641,2
16.448365,0.878464,2
4.216882,4.439195,2
11.771758,1.483911,2
11.885392,3.428462,2
4.930358,1.649669,2
10.291728,3.492024,2
7.883038,5.266483,2
10.925760,3.506266,2
9.180823,2.792168,2
3.662541,2.303232,2
6.596474,3.223557,2
8.570908,3.468756,2
6.375630,1.869315,2
9.876512,2.484098,2
13.009186,2.529825,2
10.420851,2.671985,2
2.821631,2.547280,2
10.614852,3.506665,2
12.997969,4.543203,2
13.371300,4.000519,2
10.142707,4.598980,2
9.078621,4.340412,2
7.246591,4.348157,2
10.817164,2.192690,2
9.663295,3.869005,2
10.334080,3.576716,2
13.728632,2.438336,2
6.126192,2.903575,2
8.540853,3.856904,2
8.128390,1.946686,2
9.971039,3.298703,2
11.504838,2.927863,2
6.765562,1.491007,2
8.832079,4.844600,2
8.623655,3.664047,2
1.272632,2.649717,2
11.115479,4.066117,2
11.644045,2.817404,2
2.912909,3.044152,2
5.770651,2.234425,2
7.897876,3.594161,2
9.888142,1.709936,2
6.035735,4.541645,2
11.536169,4.450001,2
8.080493,4.029072,2
6.691188,2.600352,2
3.615334,2.790943,2
14.887690,3.108830,2
7.862137,3.275048,2
10.432904,1.843401,2
7.758395,2.745541,2
4.928723,4.178696,2
11.097147,2.929890,2
16.036456,3.026647,2
4.976749,2.387423,2
7.864769,3.756188,2
12.561052,2.540770,2
8.248472,3.262939,2
7.669803,2.638569,2
5.714328,1.722388,2
12.263415,1.500170,2
14.482014,4.194371,2
11.901386,2.438371,2
13.968941,2.691939,2
10.348867,3.099236,2
6.514716,4.164934,2
7.800229,3.021587,2
7.354723,1.864881,2
12.650808,3.262429,2
9.296208,3.456988,2
14.346514,3.331729,2
11.569754,4.248941,2
15.286337,2.264430,2
11.869864,3.305851,2
8.100389,3.358050,2
13.489568,3.676820,2
8.926226,3.941237,2
10.144039,1.952231,2
6.445565,2.417789,2
13.080723,2.612210,2
9.979833,4.085109,2
10.455684,3.064736,2
11.217207,4.237460,2
7.350252,2.456151,2
3.715345,2.933285,2
12.035740,1.450755,2
5.778591,2.850264,2
14.027691,3.106841,2
10.891721,2.372269,2
9.862210,2.140474,2
4.066970,2.946838,2
9.278571,3.273001,2
14.513872,3.490403,2
6.207598,2.295074,2
5.992320,4.396368,2
13.216023,3.504670,2
11.455192,4.207649,2
8.435616,1.418653,2
13.010869,1.600649,2
12.380212,3.012031,2
9.780534,1.606114,2
12.137304,2.619224,2
10.482140,2.460584,2
8.475991,2.070899,2
9.006530,3.502821,2
11.488856,3.123130,2
11.124935,0.410733,2
11.384250,4.542516,2
10.578018,4.231948,2
10.119710,2.957251,2
11.470128,2.282787,2
7.602290,3.073901,2
11.000915,1.248278,2
7.156840,3.064833,2
7.581236,4.463093,2
11.081431,4.130712,2
9.133239,3.222678,2
4.185004,3.245446,2
10.946013,3.432723,2
12.819460,2.405101,2
9.985422,4.235854,2
6.997488,2.207375,2
12.489732,3.587457,2
8.435788,2.789265,2
12.087289,2.068000,2
14.807022,2.914597,2
10.767499,2.810614,2
7.727668,0.926607,2
12.215796,2.754021,2
11.217111,3.779014,2
11.140578,4.419399,2
10.743459,3.426617,2
15.703353,2.691063,2
13.312773,2.814480,2
13.162803,3.558695,2
10.935708,3.970875,2
7.875233,3.890393,2
10.868553,3.296793,2
4.217118,2.365975,2
11.252105,3.103712,2
5.851017,3.293679,2
11.575399,2.629277,2
7.651199,2.769730,2
12.388190,2.320530,2
8.573104,2.729723,2
12.423469,0.961686,2
5.448303,4.530876,2
11.494099,4.795083,2
12.064226,2.242727,2
2.842305,3.153670,2
7.872190,4.137702,2
6.743607,0.901122,2
9.289546,4.918243,2
9.450727,2.966003,2
13.667982,1.500215,2
8.428349,4.614388,2
5.741570,4.407740,2
10.840452,2.106739,2
10.454796,3.835264,2
12.095053,1.870595,2
3.882689,5.001477,2
13.880196,2.152971,2
10.615330,1.548749,2
-0.442943,2.567756,2
9.222655,4.557060,2
12.898326,3.729511,2
14.290577,2.624798,2
9.892704,2.401256,2
6.000937,2.351774,2
12.062934,1.032980,2
7.425867,3.252173,2
17.048030,2.961283,2
10.895288,3.052558,2
8.643908,2.189103,2
11.565801,2.594583,2
11.813123,2.960090,2
9.814125,1.763013,2
10.116554,3.255082,2
15.604249,2.732046,2
10.900357,3.117464,2
11.214786,1.731126,2
11.466485,2.817371,2
11.286071,3.229709,2
9.558004,3.639123,2
13.586371,2.745531,2
17.115434,2.010881,2
11.351793,2.794429,2
11.546387,1.499821,2
15.243684,2.059164,2
12.352183,2.813344,2
19.063767,1.348945,2
9.328139,0.426308,2
11.542255,2.235045,2
10.793876,4.809737,2
5.325414,4.159232,2
9.077644,4.929849,2
10.219485,1.336209,2
14.370535,1.796767,2
11.152638,0.552360,2
7.715185,4.148890,2
7.710654,4.813059,2
5.691645,2.614109,2
11.951119,2.934373,2
8.884401,1.348684,2
6.361954,2.347165,2
13.911533,2.518275,2
6.953074,2.241258,2
10.819073,1.566622,2
10.256489,2.465633,2
13.639256,2.661855,2
8.795365,3.926490,2
9.588087,3.904927,2
13.137835,2.862089,2
15.712549,1.843973,2
6.172006,3.225261,2
10.164601,0.504692,2
10.207259,2.840061,2
13.312123,4.439496,2
11.882779,4.115876,2
11.040473,2.489202,2
11.171668,4.067697,2
10.916121,3.553354,2
11.540693,2.226698,2
14.044412,0.256921,2
11.551485,0.505388,2
11.166058,1.692490,2
14.996401,3.975414,2
9.420114,2.218759,2
4.482097,0.087145,2
10.313613,3.040503,2
11.689182,2.222295,2
14.144300,4.105516,2
9.088171,2.059034,2
8.682641,2.923135,2
13.232066,2.474424,2
6.804024,2.241598,2
13.882181,2.432123,2
9.912876,3.131085,2
15.114909,4.423189,2
6.098305,0.403271,2
8.446461,1.986192,2
10.939451,2.923571,2
11.844920,3.830231,2
12.055566,2.344537,2
8.447496,4.972710,2
4.719484,3.262385,2
10.350707,4.021058,2
9.354648,2.378558,2
11.820380,2.154633,2
13.083727,1.846625,2
7.231911,1.579227,2
7.959053,2.548815,2
11.803648,3.929766,2
17.397598,2.024097,2
9.095168,2.046205,2
6.815090,3.316519,2
9.142490,2.748188,2
7.166198,4.008924,2
15.629300,2.577446,2
11.272327,3.780616,2
7.866094,3.457889,2
10.615468,3.860243,2
11.196421,3.375153,2
10.013205,4.038669,2
11.845970,2.543009,2
11.348883,3.058322,2
6.935756,2.414799,2
11.125063,1.084715,2
10.224335,2.731468,2
7.192609,2.978145,2
8.075458,2.792592,2
13.985034,2.862904,2
11.279272,3.451773,2
12.123072,3.596791,2
9.142304,2.680783,2
6.547914,2.060126,2
8.192504,2.780128,2
9.487822,3.077017,2
8.484193,2.798964,2
12.214290,1.458834,2
11.325065,1.606090,2
12.256283,2.633674,2
7.609188,2.692933,2
9.414018,2.910348,2
11.774526,4.349093,2
14.149188,3.307509,2
13.647196,4.150530,2
12.316084,1.619858,2
8.111569,3.355555,2
6.630208,3.233059,2
11.611106,3.990718,2
5.730552,5.291257,2
10.745307,2.129962,2
6.765590,3.450306,2
16.305249,2.838465,2
11.574588,2.521692,2
10.341894,3.863362,2
15.389067,3.498128,2
6.876938,3.472741,2
10.330093,3.912365,2
5.122053,5.910360,2
9.459273,2.037056,2
9.465063,3.097749,2
6.539212,4.343095,2
4.714431,2.428327,2
6.542129,2.077158,2
11.042396,2.943165,2
8.399879,3.738287,2
9.040337,1.275075,2
6.402505,1.936457,2
10.200804,2.038197,2
11.686830,2.533923,2
13.411206,2.963891,2
8.846038,3.602752,2
13.587750,2.712859,2
4.653620,4.954234,2
8.151262,2.006554,2
10.349290,2.453218,2
12.864491,3.437361,2
12.575430,2.313554,2
10.690370,1.504001,2
12.226562,3.784595,2
6.700149,3.717733,2
9.955371,2.162000,2
8.472616,3.777287,2
15.628140,3.659588,2
4.898464,3.323756,2
6.242589,2.317998,2
8.449780,3.548831,2
12.868539,1.249193,2
9.842321,3.327784,2
8.895126,3.788173,2
10.263013,1.161904,2
7.319395,3.334345,2
12.825687,2.105544,2
8.340650,4.741368,2
4.368470,2.546055,2
9.591495,2.173366,2
16.343635,3.156772,2
9.680984,2.765940,2
9.641179,2.370039,2
6.682429,3.000638,2
8.439265,3.218906,2
8.419830,4.745381,2
7.310336,2.311395,2
16.552437,2.925064,2
6.400605,2.567383,2
10.886346,2.822742,2
9.775136,3.843234,2
10.955486,2.407831,2
14.160225,1.886529,2
7.262082,3.139381,2
9.472932,2.211894,2
9.691805,3.798377,2
10.685366,3.173014,2
12.561822,4.004538,2
2.400024,2.415288,2
11.319221,2.189803,2
13.134932,0.625168,2
10.951498,1.713278,2
7.389996,4.662749,2
12.719744,2.689165,2
16.033643,2.130584,2
11.799705,2.615135,2
12.109716,2.936095,2
9.291526,2.513320,2
12.171071,2.685904,2
7.635408,3.773427,2
6.655815,3.960422,2
4.169707,2.941885,2
8.849043,4.228097,2
2.817217,3.722519,2
11.432897,2.377609,2
6.439071,4.496280,2
10.995315,2.820051,2
6.990911,1.122624,2
9.499655,4.598976,2
9.853890,2.053790,2
8.337752,4.357414,2
10.374943,1.296693,2
12.496091,3.978011,2
12.707118,3.987151,2
14.545008,4.604143,2
7.682295,3.390854,2
14.982682,2.363569,2
9.653568,3.210477,2
8.363790,1.486845,2
13.893764,3.992983,2
14.092631,2.387797,2
4.946840,1.944974,2
8.061090,2.716127,2
7.069840,2.217019,2
11.600005,3.095351,2
7.561870,3.792317,2
11.664892,3.246988,2
13.071279,1.710605,2
16.862978,2.967879,2
7.381492,3.396933,2
5.563767,3.574073,2
9.814875,2.833136,2
10.422381,2.145588,2
13.999654,2.716378,2
7.764689,2.155326,2
7.758030,3.125036,2
5.661320,3.912340,2
13.093822,4.017059,2
8.897068,2.754884,2
12.717645,4.272807,2
11.910561,3.933713,2
8.307930,2.548353,2
13.638220,2.811942,2
11.560132,2.789047,2
9.274246,3.971995,2
9.781662,2.266883,2
10.560123,3.358875,2
11.116676,2.044720,2
13.312317,3.834694,2
8.057901,3.068524,2
15.564764,3.682417,2
6.408219,2.733228,2
14.572201,2.157521,2
7.872365,2.947166,2
7.712201,3.111136,2
4.782788,2.402672,2
15.500639,3.723680,2
16.237481,4.752310,2
12.166768,2.930365,2
11.256184,2.469268,2
8.395151,2.843976,2
9.288390,2.995820,2
11.984541,1.643825,2
14.186514,4.168484,2
11.628168,2.046666,2
8.555872,3.814992,2
11.313600,3.157125,2
13.204348,2.834777,2
6.846542,3.311992,2
10.462271,2.380154,2
5.351013,2.165983,2
13.230148,2.738865,2
1.724280,2.603879,2
10.737214,3.743482,2
12.143885,3.701979,2
9.377348,1.590734,2
8.485315,4.108570,2
8.743561,1.714627,2
8.578744,2.882352,2
13.675296,4.511975,2
7.097118,1.837133,2
8.217841,2.493461,2
4.822448,3.381827,2
9.398016,3.841559,2
11.874703,3.413766,2
10.805414,3.927803,2
8.637795,3.157592,2
16.486460,4.000458,2
11.327937,3.096247,2
18.297636,2.340017,2
11.011200,3.052470,2
12.113015,1.742789,2
10.718130,3.019554,2
9.451340,2.482131,2
9.288805,2.636771,2
5.246069,3.326349,2
8.068900,3.623499,2
7.742737,1.926132,2
14.915770,2.965844,2
13.265664,2.900247,2
15.739337,3.021149,2
8.037559,1.907988,2
9.376102,2.806707,2
13.981722,3.204551,2
10.993144,3.290235,2
11.779665,2.810309,2
9.731914,2.709321,2
10.929282,1.782643,2
10.045595,1.815125,2
6.658826,1.800803,2
10.287972,1.625660,2
12.556700,3.612191,2
10.657841,4.215971,2
10.302645,2.655989,2
9.675287,2.780107,2
12.343379,3.223337,2
5.843603,3.174757,2
11.842718,2.421968,2
11.289589,2.029634,2
12.174381,3.055567,2
1.068840,2.477845,2
5.560597,3.284448,2
11.845361,3.258717,2
17.189251,1.996128,2
13.026085,3.081121,2
3.372665,3.052711,2
8.871348,3.137822,2
6.130520,4.600728,2
9.583330,3.613847,2
10.717371,4.052681,2
7.724078,5.294397,2
16.308285,4.274294,2
13.316839,2.736014,2
7.101715,4.634266,2
3.545208,3.978554,2
6.296744,3.671885,2
13.690333,4.600333,2
5.197428,0.788070,2
6.058866,2.611216,2
2.731157,2.878566,2
11.649185,1.955083,2
4.061982,1.665224,2
6.585690,3.112668,2
12.966982,2.112819,2
16.029249,2.386318,2
8.330459,1.828726,2
4.339276,2.854467,2
8.774651,2.116597,2
12.719318,1.175868,2
11.498847,2.785998,2
10.640791,4.040942,2
9.771185,2.969174,2
10.578813,2.218919,2
8.440257,2.839504,2
15.507179,3.884054,2
14.918821,4.338946,2
10.326341,3.441636,2
9.672998,2.331418,2
8.038699,4.022080,2
12.459623,3.280448,2
7.739496,2.649091,2
10.260128,3.112459,2
7.066029,3.586837,2
13.492668,3.380421,2
9.541401,3.402301,2
11.769417,2.651476,2
10.786508,3.164286,2
9.152396,1.573378,2
15.443423,2.562651,2
8.850175,2.902629,2
9.336316,1.736336,2
6.833240,2.436468,2
9.329584,3.440868,2
10.540413,1.674715,2
11.742945,2.966893,2
10.243734,3.518671,2
9.538364,2.461309,2
8.982483,3.404984,2
6.487356,4.881215,2
9.752106,3.016263,2
7.155545,1.916101,2
11.184807,3.303683,2
10.452083,3.547637,2
6.541517,3.070341,2
8.327677,2.563072,2
12.317739,4.274879,2
20.102553,2.785453,2
11.375057,2.276130,2
5.490607,4.296623,2
12.511023,2.947329,2
5.454283,3.950168,2
3.960802,4.683980,2
8.076292,4.653889,2
10.551043,3.405945,2
9.748106,4.271559,2
11.934214,3.623161,2
13.117701,1.269465,2
15.065279,3.548812,2
15.358284,2.206268,2
11.546826,2.849049,2
8.859646,2.388577,2
11.098498,1.576459,2
12.055784,3.639176,2
15.709575,3.536744,2
14.629438,1.741316,2
14.442307,3.681856,2
12.785902,2.715608,2
14.984551,3.467222,2
9.926422,1.884938,2
10.178746,2.009009,2
3.207063,2.716001,2
4.938212,4.364669,2
14.548765,3.118798,2
10.313594,2.601095,2
6.640878,3.183332,2
5.883393,4.405825,2
8.273470,2.826978,2
17.334969,5.119520,2
11.408411,2.920148,2
4.674560,3.744077,2
12.650812,3.308959,2
16.130565,4.418049,2
16.954925,3.488821,2
9.865972,2.467423,2
14.568394,2.693795,2
13.949083,2.392754,2
11.985151,2.171363,2
5.870055,2.548844,2
14.335283,4.273876,2
10.964024,4.248096,2
13.780366,0.940738,2
5.971912,5.373988,2
14.504999,4.180663,2
1.854732,1.498193,2
9.699113,3.000304,2
4.384435,3.062051,2
9.280093,3.772828,2
5.529720,1.876736,2
11.791157,3.532028,2
7.558383,2.159322,2
10.242311,3.099056,2
9.783644,4.578534,2
5.865672,2.725338,2
15.913046,3.095388,2
5.915332,2.872777,2
8.504906,4.057975,2
7.548916,4.852107,2
13.241237,3.233441,2
6.023067,3.775343,2
14.003075,3.014739,2
12.343545,3.646795,2
12.542586,2.603162,2
12.316689,2.532585,2
13.212969,1.283144,2
16.409757,3.035962,2
13.580218,2.707048,2
8.755270,3.052106,2
10.130208,2.666587,2
8.852884,3.672912,2
7.731396,3.692107,2
3.131574,3.796292,2
10.919109,3.069049,2
8.705353,2.821234,2
9.482879,3.745665,2
8.611301,3.394121,2
10.272615,1.429721,2
8.916365,1.399903,2
11.627134,2.908318,2
11.980252,2.103174,2
10.384721,2.517329,2
13.617170,2.392502,2
9.108714,1.937570,2
7.219850,3.420935,2
10.555269,4.049086,2
10.853121,3.300670,2
8.491929,3.686379,2
6.375073,1.388010,2
8.195488,4.561720,2
7.862563,2.520133,2
11.583779,3.943854,2
15.031507,2.036511,2
8.031177,3.703233,2
5.795071,2.523629,2
9.695965,1.763587,2
8.835842,1.783855,2
7.337577,2.647780,2
5.995471,2.910026,2
9.754452,2.145943,2
6.709006,3.233712,2
7.489949,4.873415,2
9.651584,3.533615,2
12.033207,2.607502,2
9.490752,3.204531,2
9.302806,2.670268,2
7.096308,0.735395,2
5.641664,0.862822,2
10.791206,2.765004,2
16.847705,2.894491,2
11.216241,2.799746,2
13.616489,2.787022,2
6.553924,4.843555,2
15.173090,3.037920,2
12.152995,2.423240,2
5.992195,1.532610,2
12.307583,2.847901,2
12.201052,2.721762,2
10.582240,2.720326,2
11.124993,3.048614,2
11.399779,2.700806,2
8.230918,2.848131,2
14.021004,1.596769,2
10.472864,1.536504,2
7.044707,2.184489,2
12.613479,2.753689,2
3.516940,3.319583,2
8.841056,3.168497,2
11.019802,3.737557,2
11.898588,3.025353,2
4.780642,4.060980,2
12.147681,2.043361,2
