@relation pendigits
@attribute 'a1' integer
@attribute 'a2' integer 
@attribute 'a3' integer 
@attribute 'a4' integer
@attribute 'a5' integer 
@attribute 'a6' integer 
@attribute 'a7' integer
@attribute 'a8' integer 
@attribute 'a9' integer 
@attribute 'a10' integer
@attribute 'a11' integer 
@attribute 'a12' integer 
@attribute 'a13' integer
@attribute 'a14' integer 
@attribute 'a15' integer 
@attribute 'a16' integer 
@attribute class {3, 8, 9}

@data
 26, 94, 75,100, 92, 77, 45, 59, 81, 43,100, 11, 51,  0,  0,  1, 3
 28, 92, 40, 48, 96, 67, 45,100, 37, 90,100, 62, 68, 19,  0,  0, 9
 63, 92,100,100, 99, 76, 67, 55, 91, 34, 96, 10, 48,  0,  0,  4, 3
 48, 79, 73,100,100, 78, 69, 52, 98, 34, 94,  7, 48,  0,  0,  4, 3
 84, 73, 83,100, 33, 81, 67, 57,100, 72,100, 31, 64,  2,  0,  0, 9
 50,100,  4, 93, 22, 66, 42, 84, 66, 49,100, 15, 56,  0,  0, 10, 9
  0,100, 12, 71, 94, 90, 31, 96, 11, 76,100, 80, 58, 41, 37,  0, 9
 55, 94, 30,100, 84, 99, 63, 66, 77, 58,100, 31, 60,  3,  0,  0, 3
100, 86, 47,100,  0, 73, 42, 43, 85, 15, 28,  0, 37, 36, 84, 66, 8
 98, 70, 66,100,  0, 78, 40, 51, 90, 81, 98, 48,100,  9, 28,  0, 9
 88, 86, 28, 74, 34,100, 82, 91, 95, 54,100, 16, 60,  0,  0, 12, 9
100, 85, 49, 66,  0, 69, 37, 99, 89,100, 77, 58, 40, 24, 12,  0, 9
 44, 68, 79,100, 26, 93, 59, 67,100, 71, 95, 25, 56,  0,  0, 12, 9
 59, 72, 36,100,  0, 72, 23, 36, 52,  0,  0,  1, 44, 27,100, 55, 8
 52,100,  0, 98, 27, 78, 41, 82, 67, 48,100, 16, 63,  0,  3, 10, 9
 28, 81, 59,100,100, 94, 78, 68, 51, 44, 83, 25, 44,  8,  0,  0, 3
 35, 90, 24, 61,100,100, 12, 84,  0, 29, 49,  0, 96, 57,  7, 28, 8
100, 89, 60,100, 53, 63, 92, 81,100, 54, 92, 11, 44,  0,  0, 13, 9
 20, 70, 39,100,100, 88, 67, 44, 30,  1, 64,  0, 22, 41,  0, 85, 8
  3, 74, 33,100, 81, 92, 51, 64, 85, 47,100, 16, 53,  0,  0,  9, 3
 52, 98, 69, 67, 78, 28, 13,  0,  0, 26, 54, 58,100, 93, 54,100, 8
 16, 89, 43,100, 86, 89, 56, 61, 79, 33,100,  5, 49,  0,  0, 11, 3
 17, 80, 48,100, 70, 77, 56, 54,100, 45, 91, 13, 48,  0,  0,  6, 3
 88, 64, 93,100, 41, 87, 48, 61,100, 70, 90, 31, 55,  0,  0,  4, 9
100, 71, 41, 62,  0, 83, 52,100, 98, 80, 92, 49, 67, 19, 19,  0, 9
 60, 90, 43, 68, 52, 22, 21,  0,  0, 39, 52, 66,100, 95, 38,100, 8
100,100, 64, 96, 55, 68, 88, 92, 86, 66, 76, 28, 42,  1,  0,  0, 9
 60, 81, 12,100,  0, 70, 28, 34, 28,  0, 12, 33, 52, 64,100, 91, 8
 46, 99,  7,100, 37, 80, 56, 97, 90, 64,100, 24, 57,  0,  0,  6, 9
 80, 80, 31, 75, 43,100, 75, 75, 89, 39,100,  4, 53,  0,  0,  3, 9
  7, 60,100, 79, 76,100, 24, 71, 80, 36, 84,  0,  0, 14, 47, 50, 8
 83, 85, 17, 98, 37, 57, 94, 19, 38,  0,  0, 38, 65, 71,100,100, 8
 44, 90,  0, 79, 79, 43, 95,  0, 13, 10, 50, 55,100, 98, 19,100, 8
 13, 89, 54,100,100, 97, 90, 72, 68, 48, 73, 21, 44,  1,  0,  0, 3
 12, 75,  3, 59, 67, 25, 20,  0, 27, 36, 95, 68,100,100,  0, 95, 8
 46, 97, 90, 97, 55, 68, 66,100,100, 60, 97,  9, 40,  0,  0, 34, 9
 12, 88, 53,100,100, 94, 68, 69, 80, 39, 95, 10, 51,  0,  0,  6, 3
 62,100,  0, 57, 94, 71, 34, 93, 26, 47, 13,  0,100, 37,  8, 39, 8
 15, 92,  0, 96, 38, 47, 79,  0,  4,  8, 46, 58,100,100, 12, 86, 8
 92,100, 54, 84, 66, 70,100, 88, 85, 64, 68, 39, 39, 18,  0,  0, 9
100,100, 21, 86, 64, 41, 71,  0, 13, 23, 73, 66, 74,100,  0, 70, 8
 68, 55, 98, 94, 35,100,  0, 65, 75, 80,100, 61, 76, 20,  6,  0, 9
 14, 76, 50,100,100, 95, 71, 64, 59, 52, 83, 20, 42,  0,  0, 18, 3
100, 82, 67,100, 38, 79, 69, 66, 90, 61, 73, 30, 43,  6,  0,  0, 9
 81, 76, 15,100,  0, 65,100, 33, 65,  0, 10, 28, 90, 64, 73, 94, 8
 88, 82, 44,100, 49, 68,100, 84, 93, 63, 98, 23, 57,  0,  0, 12, 9
 15, 74, 23,100, 72, 92, 53, 60, 75, 45,100, 18, 55,  0,  0,  1, 3
100, 91, 41,100,  0, 74, 48, 57, 93, 81, 88, 65, 74, 32, 57,  0, 9
  7, 78, 33, 96, 89,100,100, 80, 64, 60, 74, 36, 46, 14,  0,  0, 3
 30, 88, 76,100,100, 77, 62, 50, 53, 36, 94, 17, 51,  0,  0,  3, 3
 16, 85, 45,100, 96, 93, 85, 66, 88, 40,100, 15, 52,  4,  0,  0, 3
 45,100, 53, 65,100, 98, 22, 98, 45, 71, 85, 69, 81, 13,  0,  0, 9
100, 90, 60,100, 36, 66, 54, 29, 34,  0,  0, 19, 37, 48, 79, 74, 8
  0, 88, 34,100, 92, 97, 74, 72, 62, 46,100, 24, 89,  3, 31,  0, 3
 32, 85, 60,100, 88, 81, 47, 59, 81, 43,100, 15, 54,  0,  0,  4, 3
100, 81, 58, 64, 29, 89, 74,100, 87, 65, 91, 29, 63,  0,  0,  9, 9
  0, 89, 21, 72, 62, 94, 11,100, 57, 73,100, 45, 74, 13,  9,  0, 9
 55, 77, 45, 66,100, 88, 49,100,  0, 78, 69, 63, 70, 32, 59,  0, 9
100, 51, 72,100,  0, 88, 28, 42, 77,  0,  2, 11,  5, 55, 78, 82, 8
 24, 91, 49,100, 68, 84, 51, 59, 78, 37,100, 15, 56,  1,  0,  0, 3
 79,100, 35, 86, 60, 67,100, 85, 89, 71, 70, 43, 40, 19,  0,  0, 9
  0, 56, 76, 49,100, 11, 31,  0, 45, 39, 95, 73, 71,100, 11, 74, 8
 36,100, 84, 94, 51, 53, 28, 92, 81, 80,100, 29, 51,  0,  0, 31, 9
  0, 90, 45,100, 85, 88, 57, 64, 69, 40,100, 17, 67,  1, 17,  0, 3
 63, 78, 59,100,100, 94, 70, 68, 91, 48, 94, 27, 48, 12,  0,  0, 3
 89, 81, 49,100,  0, 84, 39, 68,100, 75, 94, 54, 84, 24, 51,  0, 9
 58,100,  0, 85, 51, 50, 79, 11, 14,  0, 44, 39,100, 71, 51, 83, 8
 18, 62, 98, 74, 92,100,  0, 93, 15, 73,100, 62, 91, 31, 71,  0, 9
  1, 66, 28, 93, 81,100, 72, 75, 82, 43,100, 12, 54,  0,  0,  2, 3
 61, 60, 88, 97, 10,100, 16, 66, 91, 82,100, 46, 82,  5,  0,  0, 9
100, 63, 71,100, 10, 85, 24, 43, 56,  4,  0,  0, 26, 38, 88, 55, 8
 82, 94,100,100, 96, 79, 90, 55, 99, 30, 74, 11, 37,  6,  0,  0, 3
  0, 80, 36,100, 81, 92, 49, 65, 86, 53,100, 24, 57,  4,  6,  0, 3
 81, 87, 30, 73, 32,100, 81, 88, 91, 57,100, 26, 79,  0,  0,  9, 9
  0, 30, 46, 60, 59,100, 21, 81, 67, 50,100, 16, 38,  0,  7, 28, 8
  0, 88,  5,100, 67, 98, 50, 67, 63, 60,100, 36, 70,  7,  5,  0, 3
 23, 83, 74, 49,100, 13, 19,  0, 24, 35, 82, 66, 73,100,  0, 84, 8
  0, 88, 35,100, 69, 85, 62, 58, 66, 32,100, 14, 74,  1, 31,  0, 3
 64, 89, 66, 58, 74,  8,  0,  0, 20, 41, 92, 64,100,100, 24, 95, 8
 35, 72, 26, 94, 91,100, 82, 67, 64, 51,100, 26, 53,  0,  0,  3, 3
 15, 87, 46,100, 87, 83, 49, 59, 87, 47,100, 19, 54,  0,  0,  1, 3
  6, 82, 49,100,100, 89, 70, 63, 30, 40, 85, 26, 60,  4,  0,  0, 3
 44, 56, 99, 74,100,100, 30, 80,  0, 49, 74, 64, 62, 39, 36,  0, 9
100, 80, 55,100, 18, 75, 77, 67, 93, 71, 87, 35, 66,  2,  0,  0, 9
 56, 86, 39, 69,100, 34, 59,  0,  0, 17, 53, 54, 95, 94, 22,100, 8
 23, 82, 58,100, 87, 86, 62, 57,100, 49, 85, 19, 45,  2,  0,  0, 3
 69, 89,  6,100, 10, 64, 35, 26, 10,  0,  0, 36, 47, 64,100, 91, 8
 84, 67, 57,100,  0, 88, 16, 52, 75, 65,100, 72, 92, 28, 97,  0, 9
 10, 77, 37,100, 90, 88, 72, 57, 99, 52,100, 18, 48,  0,  0, 17, 3
  0, 81, 20,100, 64,100,100, 85, 72, 60, 35, 42, 46, 21, 79,  0, 3
 40, 99,  2,100, 35, 72, 56, 99, 86, 67,100, 28, 59,  0,  0,  7, 9
 19, 89, 60,100, 54, 69, 47, 50,100, 48, 99, 20, 54,  2,  0,  0, 3
  0,  0, 41, 16, 77, 37,100, 65,100, 96, 60,100, 54, 71, 87, 48, 9
  0,  0, 34, 12, 67, 28, 89, 50,100, 77, 84,100, 58, 85, 85, 65, 9
 90, 70, 53, 63,  0, 75, 45,100,100, 88, 86, 55, 53, 25,  8,  0, 9
 50, 83, 26, 62, 58,100, 14, 60,  2, 30, 50,  0,100, 51,  0, 34, 8
 45, 65, 76, 96,  2,100,  0, 72, 82, 79,100, 49, 79, 11,  3,  0, 9
  0, 95, 21, 65, 86, 30, 54,  0, 14, 25, 68, 62,100,100,  0, 90, 8
 62,100, 84, 93, 67, 70, 82, 48,100, 26, 77,  6, 39,  0,  0,  2, 3
 85, 90, 10, 65,100, 69, 34,100, 53, 41,  0,  0, 92,  5, 35, 48, 8
 14, 89, 57,100, 90, 78, 49, 55, 70, 39,100, 12, 52,  0,  0,  9, 3
 55, 82, 53,100,100, 86, 81, 59, 38, 39, 78, 24, 54,  3,  0,  0, 3
  0, 70, 14, 97, 66,100,100, 79, 66, 55, 94, 27, 90,  0, 41,  2, 3
 55, 68, 71, 40,100,  6,  5,  0, 14, 35, 66, 68, 89,100,  0, 83, 8
 41, 58, 99, 39,100,  1, 27,  0, 33, 40, 80, 75, 66,100,  0, 83, 8
 13, 78, 44, 47, 36,  0,  0,  0, 48, 39,100, 74, 85,100, 20, 79, 8
  0,  0, 42, 18, 77, 43,100, 73, 84,100, 29, 92, 24, 64, 79, 53, 9
 19, 90, 57, 61, 96, 19, 17,  0,  2, 34, 81, 64,100,100,  0, 99, 8
100, 77, 53, 73, 18, 92, 60,100, 84, 74, 71, 42, 41, 16,  0,  0, 9
 95, 68, 75,100, 43, 74, 84, 66,100, 52, 87, 12, 39,  0,  0, 21, 9
  7, 96, 59,100,100, 89, 65, 67, 71, 52, 92, 31, 52, 12,  0,  0, 3
 29, 82, 44,100, 93, 92, 68, 63, 77, 40,100, 13, 53,  0,  0,  4, 3
100,100, 29, 88, 45, 52, 79, 16, 16,  0,  0, 33, 42, 68, 44, 98, 8
 30, 87, 65,100, 83, 80, 73, 61,100, 39, 81, 14, 41,  0,  0,  4, 3
 44, 73, 77,100,100, 68, 78, 28, 68,  0,100, 33, 56, 51,  0, 53, 8
  0, 84, 41,100, 86, 75, 33, 52, 54, 45,100, 19, 51,  0,  2, 13, 3
 16, 92,  0, 70, 68, 36, 68,  0, 15, 25, 53, 63,100,100, 34, 92, 8
 64, 99, 24, 99, 62, 80, 74,100,100, 62, 92, 18, 48,  0,  0,  9, 9
  0, 20, 38, 56, 46,100,  6, 81, 58, 56,100, 24, 50,  0,  7, 15, 8
 92, 70, 34, 59,  0, 75, 39,100, 89, 97, 98, 65, 93, 32,100,  0, 9
 58, 81, 49, 74, 85, 95, 38,100, 88, 73,100, 35, 67,  0,  0,  0, 9
 16, 89, 54,100, 94, 88, 61, 65,100, 43, 96, 12, 50,  1,  0,  0, 3
 24, 93, 49,100,100, 90, 67, 63, 50, 35, 97, 17, 54,  0,  0,  6, 3
 65, 98, 41, 74,100,100, 32, 85, 10, 60,  0,  0, 73, 12, 33, 62, 8
 76,100, 59, 66, 89, 23,  9,  0,  0, 31, 80, 62,100, 96,  2, 86, 8
 30, 78, 64,100, 90, 82, 62, 57, 95, 42,100, 17, 52,  4,  0,  0, 3
 66, 74, 23,100, 14, 69, 64, 36, 47,  0,  0, 23, 35, 60,100, 87, 8
 51, 94, 80, 59,100,100, 26, 88, 74, 67, 93, 63, 83,  9,  0,  0, 9
  0, 86, 37,100, 85, 93, 72, 67, 94, 36,100,  4, 53,  0,  6, 11, 3
 21, 93,  0, 65, 56, 35, 48,  0, 17, 26, 61, 60,100, 95, 32,100, 8
  0,100, 48, 99, 59, 77, 61, 54, 91, 35,100, 15, 59,  1, 11,  0, 3
 36,100, 39, 66,100, 97, 34,100, 29, 47,  0,  0, 73, 10, 32, 66, 8
  0, 73, 54, 47,100, 15, 43,  0, 51, 35, 81, 69, 63,100,  2, 72, 8
100, 84, 78,100, 69, 82, 87, 83, 80, 51, 77, 17, 45,  0,  0,  8, 9
 98, 76, 67,100,  0, 92, 23, 66, 90, 74,100, 53, 72, 22, 19,  0, 9
 62, 76,  0,100, 22, 68, 90, 37,100,  0, 13,  8, 13, 47, 68, 81, 8
 23,100, 46, 57,100, 79, 49, 89,  0, 48, 20,  0, 79, 22, 24, 53, 8
100, 83, 37, 70,  0, 84, 52,100, 94, 82, 95, 55, 91, 27, 92,  0, 9
 57, 99,  1,100, 39, 80, 64, 95, 78, 58,100, 22, 59,  0,  0,  5, 9
  0, 83, 43,100, 72, 76, 35, 51, 69, 45,100, 21, 59,  0,  5,  0, 3
 30, 84, 36,100, 79, 90, 56, 63, 86, 51,100, 26, 61,  4,  0,  0, 3
 30, 93, 34, 78, 75,100, 18, 95, 79, 75,100, 37, 72,  5,  0,  0, 9
 65, 95,  0, 77, 46, 36, 35,  0,  5, 26, 73, 61,100,100,  6, 84, 8
 95, 76,100, 94, 47,100,  0, 81, 34, 69, 80, 53, 65, 23, 25,  0, 9
 12, 80, 40,100, 81, 90, 64, 60, 64, 30,100,  9, 53,  0,  0,  1, 3
 40, 83, 81, 46, 79,  7,  5,  0, 51, 35,100, 71, 72,100,  0, 77, 8
100, 89, 39, 75,  0, 78, 55,100, 93, 85, 70, 54, 35, 24, 23,  0, 9
  1, 85, 40,100, 91, 78, 41, 52, 47, 45,100, 20, 56,  0,  0, 15, 3
 68, 77, 77,100,100, 87, 65, 66, 81, 44, 98, 21, 52,  7,  0,  0, 3
 33,100,  0, 76, 45, 78, 67, 86, 86, 57,100, 26, 80,  0, 29,  3, 9
 75, 92, 23, 83, 58, 39, 77,  0,  0, 13, 42, 51,100, 86, 32,100, 8
 45, 93, 24, 62,100, 89, 24,100, 25, 51, 97, 91, 77, 32,  0,  0, 9
 53, 60, 85, 83, 48,100,  0, 79, 46, 70,100, 57, 81, 28, 54,  0, 9
 57, 51,100, 74, 87,100, 27, 94,  0, 69, 57, 58, 75, 32, 65,  0, 9
 82, 77, 45,100,  0, 78, 47, 58,100, 81, 94, 56, 87, 22, 88,  0, 9
 40, 81, 67, 65,100, 27, 38,  0,  0, 24, 46, 61, 81, 99, 27,100, 8
 44, 80, 74,100,100, 79, 74, 50, 84, 39, 86, 12, 42,  0,  0,  9, 3
  4, 97, 58, 78,100, 97,  0,100, 20, 84, 99, 63, 55, 29, 10,  0, 9
 21, 73, 84, 42, 90,  7,  0,  0, 19, 35, 81, 66,100,100,  9, 89, 8
 56, 71, 40, 98, 93,100, 85, 65, 72, 50,100, 21, 54,  0,  0, 12, 3
 80, 81, 34,100,  0, 70, 45, 39, 76,  0, 28, 12, 57, 54,100, 85, 8
  2, 20, 44, 53, 63,100, 14, 98, 53, 59,100, 25, 57,  0,  0, 13, 8
 70, 81, 25,100,  0, 74, 42, 40, 77,  5, 40,  0, 53, 40,100, 70, 8
 48, 51,100, 74, 72,100,  0, 85,  6, 62, 88, 60, 99, 31, 82,  0, 9
 10, 72, 45,100, 85, 84, 56, 53,100, 42, 92, 10, 37,  0,  0, 17, 3
 20, 87, 60,100, 69, 75, 50, 52,100, 44, 96, 18, 51,  1,  0,  0, 3
 50, 54, 80, 96, 38,100, 37, 50, 46,  0,  0, 15, 45, 45,100, 61, 8
 24, 86, 22,100, 76, 90, 49, 64, 57, 50,100, 27, 70,  1,  0,  0, 3
 18, 82, 53,100, 76, 79, 45, 64, 90, 45,100, 14, 52,  0,  0,  5, 3
 32, 72, 57, 93,100,100, 87, 78, 62, 56, 61, 30, 44,  7,  0,  0, 3
 17, 84, 64,100, 97, 82, 66, 55, 60, 40,100, 23, 60,  0,  0,  6, 3
100, 83, 20,100,  0, 68, 71, 36, 89,  0, 17, 15, 42, 55, 98, 91, 8
 25, 92, 67,100,100, 87, 62, 69, 70, 47, 88, 23, 46,  8,  0,  0, 3
 84,100, 40, 94, 46, 68, 85, 82, 90, 48,100, 13, 54,  0,  0,  6, 9
 45, 85, 79,100, 89, 78, 65, 54,100, 33, 97,  8, 46,  0,  0, 10, 3
  2, 77, 54,100,100, 79, 86, 47, 59, 16, 63,  0, 73, 27,  0, 43, 8
100, 85, 64, 76, 38, 97, 84,100, 90, 72, 67, 45, 36, 22,  0,  0, 9
 23, 74, 42, 38, 51,  0,  0,  7, 26, 42, 81, 69,100, 97, 25,100, 8
  0, 83, 42,100, 98, 97, 93, 71, 81, 44,100, 15, 58,  0,  4,  7, 3
 64, 93,  0, 72, 81, 70, 75,100,  8, 75,100, 83, 83, 41, 44,  0, 9
  0, 62, 52, 63, 78, 98, 23,100, 32, 70, 99, 77,100, 39, 94,  0, 9
 43, 39,100, 73, 69,100,  7, 70, 60, 36, 57,  0,  0, 16, 67, 48, 8
 15, 86, 49,100,100, 99, 93, 78, 57, 60, 64, 36, 42, 15,  0,  0, 3
 11, 89, 55,100,100, 94, 82, 69, 97, 44, 93, 19, 49,  6,  0,  0, 3
 95, 68, 76,100, 34, 78, 50, 39, 52,  0,  0,  6, 40, 39,100, 60, 8
 77, 83, 47, 72, 78, 27, 22,  0,  0, 30, 68, 60,100,100, 20, 90, 8
  0, 82, 41,100, 90, 88, 69, 59, 73, 48,100, 19, 56,  0,  3,  5, 3
  0, 93, 36,100, 79, 98, 94, 79, 72, 57,100, 33, 79, 11, 38,  0, 3
 72,100,  2, 77, 59, 36,100,  0,  0,  7, 31, 52,100, 92, 22, 91, 8
 94, 86, 55, 78,100, 78, 79,100, 90, 86, 85, 40, 58,  0,  0,  6, 9
 38, 69, 43, 95,100,100, 96, 73, 53, 51, 76, 26, 52,  0,  0,  2, 3
 88, 82, 55,100,  0, 81, 38, 61,100, 76, 94, 56, 75, 26, 63,  0, 9
 63, 48,100, 75, 75,100, 20, 87,  0, 58, 57, 51, 82, 33, 62,  0, 9
  2, 55, 18, 86, 70,100, 98, 79, 75, 50,100, 15, 52,  0,  0, 15, 3
 14, 75, 39,100, 99, 94, 81, 64, 45, 41,100, 27, 57,  4,  0,  0, 3
 62, 60,100, 76, 99,100, 32, 93,  0, 69, 59, 53, 78, 28, 56,  0, 9
 71, 71, 90, 89, 36,100,  0, 79, 71, 72,100, 50, 79, 25, 59,  0, 9
 30, 86, 65,100, 84, 85, 58, 63,100, 45, 98, 21, 51,  6,  0,  0, 3
100, 94, 52, 77,  4, 77, 47,100, 97, 88, 76, 55, 35, 28,  0,  0, 9
 49, 78, 34, 60, 30, 18,  0,  0, 19, 39, 57, 73,100,100, 44, 82, 8
 38, 81, 92,100,100, 66, 65, 33, 37,  0,100, 20, 67, 51,  0, 72, 8
 87, 74, 74,100, 22, 87, 70, 68,100, 72, 88, 33, 55,  0,  0,  8, 9
  0,100,  8, 74, 95, 80, 62, 96, 16, 78,100, 64, 85, 28, 58,  0, 9
 84, 61,100,100, 55, 94, 46, 60, 92, 69, 82, 28, 45,  0,  0,  1, 9
 48, 92, 29, 62, 92,100, 16, 67,  0, 38, 36,  0,100, 43, 10, 41, 8
 82,100,  0, 85, 67, 49,100, 10,  6,  0, 12, 41, 82, 77, 69, 99, 8
 47, 84, 65,100, 85, 75, 67, 46,100, 35, 86,  9, 41,  0,  0,  8, 3
 20, 60,  0, 83, 15, 39,100,  9, 30,  0, 47, 54, 67,100,  2, 59, 8
  0, 90, 27,100, 81, 95, 57, 72, 69, 51,100, 29, 56, 13,  7,  0, 3
 21, 93, 64,100,100, 83, 71, 57, 94, 34, 95, 12, 48,  5,  0,  0, 3
 74, 74, 62,100, 10, 76, 36, 39, 62,  2,  0,  0, 24, 30,100, 50, 8
 65, 78, 77,100,100, 76, 66, 53, 99, 32, 83,  7, 35,  0,  0, 11, 3
100,100, 52, 86, 74, 68, 96, 94,100, 59, 95, 23, 54,  0,  0,  0, 9
 96, 74, 47, 54,  0, 72, 25,100, 82, 89,100, 57, 84, 25, 41,  0, 9
 33, 85, 69,100, 78, 78, 53, 56,100, 44, 93, 16, 48,  1,  0,  0, 3
  7, 94, 54,100, 76, 80, 30, 63, 73, 43,100, 17, 60,  0,  0,  6, 3
 46, 92,  0, 75, 48, 39, 44,  0,  7, 19, 52, 57,100, 92, 37,100, 8
 82, 86,  0, 67, 38, 29, 96,  0, 25, 20, 65, 61,100,100, 18, 73, 8
100, 77, 49, 65,  0, 69, 25, 98, 74,100, 84, 67, 84, 33, 90,  0, 9
 45, 91, 88,100,100, 77, 69, 54,100, 39, 99, 12, 51,  0,  0,  1, 3
 27, 83, 50,100, 77, 84, 36, 62, 69, 42,100, 17, 55,  0,  0,  3, 3
 19, 92, 58,100,100,100, 94, 79, 73, 55, 69, 25, 40,  5,  0,  0, 3
 99, 82, 66,100,  0, 85, 13, 56, 84, 67,100, 68, 85, 33, 70,  0, 9
  0, 77, 52, 57,100, 26, 54,  0, 23, 24, 56, 58, 75, 94, 21,100, 8
100, 86, 49,100,  3, 79, 37, 43, 59,  5,  9,  0,  0, 40, 43, 70, 8
 66, 76, 34,100,  5, 76, 43, 39, 44,  0,  0, 17, 45, 50,100, 76, 8
  2, 97, 14, 66, 50, 90, 14,100, 62, 75,100, 37, 75,  2,  0,  0, 9
 56, 92, 96, 81, 35, 63, 38,100, 88, 69,100, 24, 46,  0,  0, 25, 9
100, 70, 46, 94, 32, 51, 87,  9,  0,  0, 38, 46, 80, 91, 19,100, 8
  1, 13, 46, 53, 72,100, 13, 97, 39, 54,100, 23, 56,  0,  0, 19, 8
  0, 69, 52, 60,100, 77, 74,100, 23, 89, 47, 69, 55, 36, 51,  0, 9
 13, 90, 44,100, 91, 99, 80, 71,100, 43, 92, 17, 47,  5,  0,  0, 3
 72, 85, 40,100, 61, 68,100, 90, 85, 87, 88, 54, 63, 16,  0,  0, 9
  0, 24, 43, 59, 64,100, 18, 94, 67, 61,100, 23, 43,  0,  7, 29, 8
 48,100, 70, 64, 94, 98, 42, 79, 96, 79,100, 40, 68,  2,  0,  0, 9
 45, 76, 57,100,100, 94, 80, 67, 87, 44, 82, 16, 41,  0,  0, 14, 3
 41, 94,  5, 74, 62, 66, 51,100, 56, 68,100, 34, 60,  2,  0,  0, 9
 81, 75, 62,100,  0, 86, 16, 59, 78, 74,100, 66, 92, 32, 69,  0, 9
 85, 78, 60,100, 28, 69, 85, 68, 97, 68,100, 30, 66,  0,  0,  9, 9
 52, 82,  3, 50,100, 72, 64,100,  0, 62, 84, 76, 86, 50, 77,  0, 9
100, 65, 80, 96, 33,100, 51, 76, 94, 68, 83, 33, 48,  8,  0,  0, 9
 75, 61, 85,100, 22, 82, 37, 42, 55,  2,  0,  0, 31, 36,100, 60, 8
100, 77, 56,100,  0, 78, 45, 57, 85, 80, 95, 40, 93,  0, 24,  7, 9
 50, 50, 97, 72, 87,100, 25, 95,  0, 65, 60, 56,100, 35, 91,  0, 9
 49, 78, 69,100,100, 95, 76, 72, 61, 46, 59, 18, 33,  0,  0, 12, 3
  1, 85, 46,100, 70, 88, 55, 58, 97, 39,100, 10, 51,  0,  0,  2, 3
 69, 94,  0, 81, 73, 55,100, 21, 32,  0, 20, 33, 58, 67, 51,100, 8
 25, 90, 24,100, 61, 90, 31, 64, 77, 53,100, 27, 68,  4,  0,  0, 3
100,100, 33, 95,  0, 60, 47, 28, 48,  0,  5, 21, 40, 59, 87, 92, 8
 32, 87, 24, 54, 81,100,  0, 72, 18, 44, 36,  0,100, 44, 19, 49, 8
 14, 76, 57,100, 63, 55, 13, 72, 71, 86,100, 37, 52,  0,  0, 21, 9
  0, 85, 35,100, 77, 91, 65, 65, 68, 40,100, 19, 73,  1, 24,  0, 3
 90, 81, 46, 57,  0, 70, 27,100, 85, 98,100, 64, 86, 30, 55,  0, 9
  4, 90, 53,100,100, 91, 66, 68, 78, 39, 97,  9, 51,  0,  0,  4, 3
  0, 96, 31, 63,100, 32, 86,  0, 12, 18, 53, 53, 98, 87, 41,100, 8
 28, 49, 35, 93,100,100, 81, 54, 41, 13, 52,  0, 66, 45,  0, 63, 8
 52, 84, 79,100,100, 84, 77, 63, 72, 34, 67,  8, 33,  0,  0,  2, 3
 25, 94,  6, 58, 87, 30, 85,  0,  0, 17, 49, 53,100, 89, 35,100, 8
 97, 91, 33, 93, 55, 46, 54,  0,  0, 10, 49, 49,100, 87, 30,100, 8
 70, 74,  6, 84, 57, 60,100, 96, 62,100,100, 59, 79, 15,  0,  0, 9
 81, 72, 58,100,  0, 81, 43, 57, 82, 76,100, 37, 87,  0, 17,  1, 9
 61, 96, 46, 68, 71, 22, 11,  0,  0, 34, 67, 63,100,100, 25, 93, 8
 68, 76, 75,100, 33, 82, 78, 74, 75, 55,100, 23, 55,  4,  0,  0, 9
 78, 99, 77, 83, 99,100, 75, 86,100, 58,100, 28, 57,  9,  0,  0, 9
 75,100, 61, 79,100, 96, 57, 96, 65, 66, 82, 36, 51, 10,  0,  0, 9
 46, 78, 26, 54, 84,100,  0, 75, 24, 42, 29,  0,100, 44, 20, 39, 8
 57, 95, 59, 56, 76, 12,  0,  0, 28, 33,100, 60, 96,100, 21, 88, 8
  0,  0, 42, 11, 83, 34,100, 68, 77,100, 29, 99, 41, 69, 90, 61, 9
 86, 83, 40,100,  0, 72, 49, 37, 63,  0, 10, 20, 52, 55,100, 82, 8
 36, 82, 45, 60, 81,100,  0, 70, 19, 45, 25,  0,100, 37,  4, 32, 8
  0, 88, 30,100, 68, 90, 60, 62, 72, 37,100, 16, 70,  0, 27,  1, 3
100, 92, 20, 90,  7, 42, 65,  0,  0, 10, 18, 58, 78,100, 45, 97, 8
  6, 88, 52,100,100, 92, 83, 71, 54, 52, 65, 32, 48, 12,  0,  0, 3
 37, 89, 73,100, 58, 72, 81, 59,100, 29, 75,  2, 30,  0,  0, 23, 3
 58,100,100, 93, 96, 69, 54, 58, 83, 45, 81, 17, 45,  0,  0,  3, 3
  0, 76, 66, 74,100,100, 28, 88,  3, 59, 76, 69, 74, 40, 59,  0, 9
 88, 76, 78,100, 26, 87, 59, 86,100, 83, 76, 48, 42, 18,  0,  0, 9
  2, 78, 33,100, 88, 97, 86, 71, 79, 41,100, 11, 54,  0,  0,  4, 3
 31, 88, 68,100, 60, 86, 76, 68,100, 44, 78, 18, 39,  6,  0,  0, 3
100, 96, 56, 69,  0, 63, 35, 98, 98,100, 94, 57, 59, 20, 40,  0, 9
 94, 83, 29, 77,100, 41, 78,  0,  0, 11, 45, 56, 92,100, 10, 79, 8
