@relation pendigits
@attribute 'a1' integer
@attribute 'a2' integer 
@attribute 'a3' integer 
@attribute 'a4' integer
@attribute 'a5' integer 
@attribute 'a6' integer 
@attribute 'a7' integer
@attribute 'a8' integer 
@attribute 'a9' integer 
@attribute 'a10' integer
@attribute 'a11' integer 
@attribute 'a12' integer 
@attribute 'a13' integer
@attribute 'a14' integer 
@attribute 'a15' integer 
@attribute 'a16' integer 
@attribute 'class' {0,1,2,3,4,5,6,7,8,9}

@data
 13,100,  8, 93,  0, 66,  8, 41, 57, 40,100, 50, 82, 25, 69,  0, 4
 10, 97,  2, 47, 24,  1, 74,  0,100, 43, 82, 90, 33,100,  0, 65, 0
 28, 55, 63, 78,100,100, 75, 71, 56, 42, 35, 13,  0,  0, 25,  0, 1
 41, 79, 47,100, 84, 94, 71, 52, 42, 16,  0,  3, 49,  7,100,  0, 2
  0, 80, 30,100, 74, 81, 82, 43, 75,  4, 39,  0, 44, 16,100, 20, 7
 33, 80, 23,100, 87, 96, 97, 68, 79, 44,100, 16, 44,  0,  0, 22, 3
 45,100,  1, 67,  0, 24, 69, 24,100, 48, 73, 98, 80, 53, 90,  0, 4
100, 96, 66,100, 63, 85, 85, 88, 78, 53, 66, 20, 35,  0,  0, 12, 9
100,100, 62, 83, 36, 57, 23, 26, 42,  0, 81, 10, 43, 23,  0, 18, 6
100, 97, 56,100, 22, 83, 18, 50, 53, 47, 68, 22, 37,  0,  0,  6, 5
 36, 69, 33,100, 64, 85, 43, 48,  0, 21,  6, 19, 57,  0,100, 20, 2
100,100, 59, 78, 25, 52,  0, 24, 16,  0, 79,  8, 70, 29,  7, 27, 6
  0, 95, 52,100,100, 79, 83, 44, 67,  8, 45,  0,  3, 30, 84, 38, 7
 92,100, 61, 85, 31, 57, 10, 29, 21,  0,100,  7, 69, 27,  0, 13, 6
 93, 91, 40,100, 15, 79, 23, 36, 72, 53,100, 21, 57,  0,  0,  6, 5
 23, 76, 52,100,100, 98, 79, 71, 63, 50, 82, 19, 49,  0,  0,  7, 3
 28, 71, 43,100, 76, 79, 49, 47, 11, 21,  0,  0, 50,  1,100,  4, 2
100,100, 63, 94, 20, 73, 13, 44, 70, 47, 89, 19, 46,  0,  0,  7, 5
100,100, 54, 90, 17, 66,  0, 35, 16,  5, 66,  0, 66, 29, 22, 47, 6
 74,100, 30, 76,  0, 50, 55, 49,100, 72, 77, 56, 52, 28, 35,  0, 4
 39, 81, 72,100,100, 77, 71, 51, 95, 43, 95, 16, 50,  0,  0,  1, 3
 41, 53, 60,100,100, 89, 70, 42, 33,  0, 72, 16, 54, 62,  0, 72, 8
  0, 84, 34,100, 67, 85, 60, 44, 31, 19, 26, 20, 64, 13,100,  0, 2
 29, 88, 23, 57, 73, 40, 51,  0,  0, 13, 12, 58, 42, 94,100,100, 5
 11, 84, 52,100,100, 96, 83, 66, 72, 50, 87, 16, 45,  0,  0, 11, 3
 54, 85,100,100, 99, 98, 49, 86, 23, 60, 63, 34, 50,  1,  0,  0, 5
  0, 94, 46,100,100, 97, 82, 62, 48, 30, 17,  0, 18, 34, 74, 38, 7
 47,100, 19, 81,  0, 58, 19, 39, 61, 38,100, 42, 82, 23, 62,  0, 4
 13, 78, 45,100, 97, 87, 69, 58, 76, 47,100, 15, 49,  0,  0, 19, 3
100,100, 55, 98, 26, 81, 40, 67, 78, 55, 74, 25, 43,  1,  0,  0, 5
  0, 32, 29, 55, 63, 78,100,100, 90, 75, 88, 50, 84, 25, 80,  0, 1
  0, 73, 28, 92, 73,100,100, 81, 85, 55, 58, 32, 36,  8, 79,  0, 2
100, 97, 66,100, 30, 88, 24, 55, 54, 59, 61, 27, 38,  0,  0,  1, 5
 92, 65, 50,100,  0, 82, 47, 46, 87,  6, 42,  0, 54, 45,100, 79, 8
  9, 32, 60, 62, 80,100,  6, 93, 36, 56,100, 27, 57,  0,  0, 25, 8
 42,100, 34, 73,  0, 42,  2, 42, 62, 36,100, 59, 92, 35, 87,  0, 4
  0, 78, 40,100, 97, 78, 69, 39, 44,  0,100,  7, 35, 37, 22, 73, 8
 43,100, 98, 96, 77, 97, 37, 70, 60, 53,100, 20, 47,  0,  0, 14, 5
100, 74, 46, 65,  0, 78, 36,100, 78, 88, 80, 58, 78, 28, 88,  0, 9
 33, 78, 66,100, 91, 86, 64, 60,100, 42, 82, 10, 41,  0,  0,  7, 3
 10, 86,  0, 44, 33,  0, 80,  9,100, 65, 64,100, 22, 74, 32, 20, 0
  0, 85, 32,100, 76, 91, 70, 65, 38, 43, 11, 20, 50,  6,100,  0, 2
  0, 84, 40,100, 76, 71, 65, 33, 32,  0,  5, 28, 42, 44,100, 46, 7
 21, 82, 13, 55, 54,100, 27, 87, 38, 37, 40,  0,  0,  7,100,  5, 1
  0, 65, 46, 91, 50,100, 50, 62, 52, 23,  4,  2, 12,  5,100,  0, 1
 36, 63,  0, 67, 53, 84,100,100, 83, 74, 66, 47, 53, 21, 51,  0, 1
 10,100, 24, 93,  0, 61,  0, 37, 69, 35,100, 57, 80, 34, 70,  0, 4
  0, 88, 41,100, 73, 80, 64, 40, 49,  0, 40, 13, 49, 42,100, 46, 7
  0, 89, 41,100, 89, 93,100, 62, 84, 31, 64,  0, 27, 17, 54, 34, 7
 55, 76, 22, 68, 66, 29, 39,  0, 52, 32,100, 68, 69,100,  0, 86, 8
  0, 52, 37, 73, 76, 94,100,100, 75, 75, 53, 49, 35, 22, 28,  0, 1
 45, 92, 19, 94, 42, 68, 58,100, 89, 69,100, 24, 55,  0,  0,  3, 9
 27,100,  2, 56, 12,  8, 62,  0,100, 33, 94, 79, 46, 94,  0, 72, 0
100,100, 66,100, 25, 69,  0, 35, 14,  0, 77,  0, 72, 34, 10, 51, 6
 38, 76, 58,100, 21, 65,  0, 27, 44,  0,100, 22, 45, 36, 22,  8, 6
 24, 66,100, 89, 30, 66, 88, 32, 34,  0,  0, 34, 61, 72, 77,100, 8
 37,100, 57, 91, 47, 50, 22, 20,  0, 17, 33, 17, 66,  4,100,  0, 2
  5, 85, 50,100, 79, 77, 54, 50, 85, 44,100, 22, 56,  2,  0,  0, 3
 93,100,  5, 96, 42, 65, 85, 32, 58,  0,  0, 14, 36, 47,100, 74, 8
  0, 89, 28,100, 64, 85, 43, 61,  9, 44, 23, 21, 62, 11,100,  0, 2
 43, 99,  8, 68, 73, 74, 62, 25,  0,  0,  7, 49, 20, 96,100,100, 5
 22, 83, 62,100, 92, 78, 51, 53, 55, 37,100, 17, 55,  0,  0,  7, 3
100,100, 44, 91,  7, 60,  0, 24, 46,  0, 99, 24, 41, 30, 19,  0, 6
  0, 83, 37,100, 81, 90, 65, 61,100, 45, 97, 15, 54,  0, 14,  7, 3
  0, 76, 24,100, 65, 97, 61, 63, 40, 31,  6,  5, 51,  2,100,  0, 2
  0, 95, 35,100, 59, 78, 61, 52, 46, 27, 22,  5, 56,  0,100,  1, 2
100,100, 57, 78, 25, 53, 12, 26, 30,  0, 88,  7, 65, 28,  0, 21, 6
  5, 79, 19,100, 25, 66, 14, 32,  0,  3, 34,  0, 66,  5,100,  7, 2
 50, 86, 17, 60,  0, 27, 21,  0, 70,  9,100, 37, 91, 70, 63,100, 0
 86, 79, 47,100, 18, 62, 65, 27, 66,  0,  0,  3, 46, 39,100, 71, 8
 38, 96, 49, 68, 74,100, 24, 87, 91, 80,100, 30, 54,  0,  0, 32, 9
  0,100, 65, 99, 70, 66, 51, 33, 32,  0, 15, 12, 29, 39,100, 44, 7
  0, 69, 10, 54, 67, 37, 47,  0, 14, 13, 17, 54, 34, 92,100,100, 5
 73,100, 49, 62,  0, 38, 56, 43,100, 57, 88, 78, 65, 39, 49,  0, 4
 40, 84, 61,100, 87, 83, 53, 60, 96, 47,100, 23, 55,  5,  0,  0, 3
  0, 75, 45, 85,100,100, 84, 80, 71, 59, 58, 37, 55, 15, 63,  0, 1
 44, 60,  0, 77, 47, 99,100,100, 84, 75, 75, 50, 75, 24,100,  0, 1
100,100, 75, 83, 43, 57, 20, 28, 31,  0, 77,  6, 48, 24,  0, 24, 6
100, 99, 56,100, 31, 65, 87, 73, 98, 90, 94, 48, 61, 13,  0,  0, 9
  0, 56,  5, 14, 47,  0, 86, 25,100, 66, 76,100, 34, 80,  6, 45, 0
 19, 88, 62,100,100, 81, 83, 48, 47, 23,  0,  6, 18,  0, 72,  1, 2
 11, 50,  0, 16, 38,  0, 79,  8,100, 46, 76, 84, 37,100,  0, 84, 0
 32, 76, 70,100,100, 72, 66, 38,  7, 19,  0, 33, 59, 18, 91,  0, 2
 86, 78, 48,100, 14, 72, 19, 35,  2,  0,  0, 29, 49, 59,100, 88, 8
 24, 87,  0, 62,  7,  0, 61,  0,100, 44, 80,100, 29, 93,  7, 36, 0
 13, 71, 40,100, 65, 69, 41, 34,  0, 12,  2,  8, 51,  6,100,  0, 2
100,100, 51, 85, 18, 58,  0, 28, 17,  0, 78,  1, 68, 20,  8, 12, 6
 80,100, 32, 81,  7, 52,  0, 21, 40,  0,100,  9, 88, 30, 28, 22, 6
  0, 58,  4, 67, 42, 83, 79,100,100, 98, 81, 66, 65, 34, 66,  0, 1
  0, 82, 47,100, 75, 72, 52, 35, 22,  0, 16, 22, 41, 48,100, 52, 7
 97, 66, 77,100,  8, 96,  0, 67, 69, 72,100, 73, 92, 36, 86,  0, 9
 40, 76, 62,100, 62, 69, 34, 40,  0, 16, 12, 11, 57, 10,100,  0, 2
 25, 76, 45,100, 77, 66, 57, 25,  9,  3,  0,  7, 53,  6,100,  0, 2
 15,100,  8, 70,  0, 39, 19, 20, 78, 21,100, 43, 76, 30, 72,  0, 4
 21,100, 12, 66, 64, 49, 52,  0, 10, 16,  0, 72, 43, 94,100, 94, 5
 17, 82, 56,100,100, 90, 64, 66, 85, 40, 94, 12, 48,  3,  0,  0, 3
 39,100,  0, 82, 22, 55,100, 63, 62, 99, 62, 81, 59, 40, 60,  0, 4
  0, 82, 26,100, 51, 80, 43, 50, 24, 22, 12,  2, 57,  1,100,  0, 2
 30, 81, 70,100, 69, 65, 39, 31,  0,  5,  7, 18, 52,  0,100,  4, 2
100,100, 26, 97,  1, 66, 45, 33, 29,  0,  0, 26, 38, 61, 87, 93, 8
 21, 85,  8, 46, 61, 47, 39,  0,  0, 13, 11, 66, 35, 98,100,100, 5
 17, 96,  0, 45, 26,  0, 73,  1,100, 48, 88,100, 44, 99, 23, 52, 0
 73, 98,  0, 95, 16, 60, 84, 29, 70,  0, 45, 35,100, 69, 88,100, 8
 18, 78, 53,100, 90, 81, 43, 57, 90, 55,100, 22, 52,  0,  0, 16, 3
  9, 86,  1, 51, 27, 11, 76,  0,100, 39, 84, 83, 37,100,  0, 69, 0
  0,100, 67, 94, 83, 65, 57, 33, 41,  0,  0, 20, 29, 31,100, 32, 7
 35, 98, 76,100, 80, 72, 67, 54,100, 34, 77,  9, 35,  0,  0,  7, 3
 33,100, 10, 76,  0, 48,  4, 20, 43,  0,100, 10, 81, 31, 21, 25, 6
 10, 78, 40,100,100, 99, 70, 53, 29, 12,  0,  0,  7, 45, 70, 55, 7
 54, 78, 77,100, 64, 60, 36, 27,  0,  2, 12,  4, 56,  2,100,  0, 2
  0, 36, 35, 56, 68, 78,100,100, 94, 76, 80, 51, 70, 25, 70,  0, 1
 89,100, 56, 85,  0, 62, 44, 50,100, 54, 82, 77, 52, 38, 20,  0, 4
  7, 86,  0, 62, 15, 20, 62,  0,100, 31, 96, 73, 53,100,  8, 78, 0
  0, 98,  4,100, 59,100,100, 87, 96, 64, 75, 43, 51, 22, 40,  0, 7
  0, 99, 50,100,100, 91, 54, 57, 32,  0, 69, 13, 70, 28, 31, 23, 7
 51,100, 21, 77,  2, 49,  0, 20, 45,  0,100, 17, 51, 27,  4,  7, 6
 63, 77, 30,100,  0, 59, 12, 13, 67,  0,100, 37, 88, 83, 34, 88, 0
  0, 83, 11,100, 56, 93, 53, 67, 66, 42,100, 20, 73,  1, 16,  0, 3
100, 66, 56,100, 23, 73, 77, 34, 65,  0,  0, 24, 55, 58, 73, 77, 8
100,100, 54, 85, 21, 57,  0, 27, 23,  0, 75,  7, 57, 29,  3, 23, 6
100,100, 62, 86, 30, 66,  7, 41,  0, 12, 36,  0, 59, 18, 17, 25, 6
 23, 83,  0, 48, 10,  9, 53,  0, 91, 23,100, 63, 75, 97, 31,100, 0
 39, 76, 74, 40, 83,  2, 11,  0, 50, 35,100, 67, 73,100,  0, 81, 8
 37, 79, 78,100, 94, 68, 60, 37, 10, 19,  0, 31, 55, 24,100,  0, 2
 22, 75, 47,100, 74, 82, 47, 53, 84, 44,100, 17, 54,  0,  0,  9, 3
 12, 86, 62,100, 92, 86, 54, 64, 81, 46,100, 22, 62,  0,  0,  5, 3
 79, 97,  0,100,  9, 73, 89, 87,100, 95, 79, 63, 60, 30, 57,  0, 9
  0, 89, 10, 55, 51, 30, 48,  0, 18, 23, 20, 66, 49, 94,100,100, 5
  0, 71, 39, 81, 74, 99,100,100, 78, 75, 53, 50, 28, 26, 11,  0, 1
 89,100, 38, 83,  0, 44,  2,  0, 61,  2,100, 40,100, 88, 45, 98, 0
 64, 60, 76,100, 13, 99, 39, 75,100, 87, 98, 44, 65,  6,  0,  0, 9
 76,100, 34, 77,  7, 48,  0, 17, 47,  0,100, 13, 78, 37, 21, 29, 6
 35, 61, 54,100, 58, 76, 54, 31, 78,  0,100,  6, 36,  5,  0,  8, 1
 84,100, 37, 82,  7, 55,  0, 25, 35,  0,100,  7, 85, 30, 23, 19, 6
 44, 83, 70,100, 93, 77, 59, 50, 93, 44,100, 16, 53,  0,  0,  3, 3
  0, 99, 48,100,100, 96, 90, 55, 58, 15, 33,  0, 40, 40, 92, 37, 7
 72, 83, 49,100, 61, 58, 82, 17,  0,  0, 25, 33,100, 61, 75, 92, 8
  0, 72, 62, 95, 74,100, 69, 74, 72, 49, 79, 23, 51,  0,100,  0, 1
 23, 63, 31,100, 64, 84, 54, 45, 28, 10,  0,  5, 50,  3,100,  0, 2
100, 81, 83, 96, 26,100,  0, 88, 16, 54, 69, 40, 87,  6, 34,  0, 5
 22, 77, 89, 62, 98,100, 32, 87, 68, 63,100, 55, 81, 11,  0,  0, 9
 29, 72, 52,100, 63, 58, 39, 17,  0,  0, 18, 17, 59, 10,100,  3, 2
 12, 76, 47,100,100, 98, 97, 72, 52, 54, 74, 30, 52,  5,  0,  0, 3
  9,100,  0, 72,  7, 44, 62, 28,100, 45, 86, 55, 68, 27, 55,  0, 4
  0, 96, 45, 98,100,100, 97, 83, 77, 62, 60, 39, 52, 17, 55,  0, 7
  0, 92, 39,100, 67, 79, 50, 37, 24,  0, 17, 22, 52, 41,100, 46, 7
 31, 93, 12, 78, 71, 36, 31,  0, 21, 33,100, 65, 69,100,  0, 78, 8
 54,100, 28, 76,  5, 51,  0, 28, 66, 27,100, 49, 82, 25, 69,  0, 4
 12, 82, 41,100, 84, 84, 54, 51, 88, 43,100, 10, 50,  0,  0,  6, 3
 29, 74, 97, 77,100,100,  0, 84,  2, 59,100, 71, 44, 35,  7,  0, 9
  0, 98, 40,100, 78, 88, 59, 42, 32,  0, 28, 14, 47, 41,100, 42, 7
 64,100, 34, 73,100, 39, 94,  3,  0,  0, 38, 38, 90, 74, 76, 95, 8
100, 97, 50,100, 12, 88,  6, 48, 37, 47, 78, 25, 50,  0,  0,  2, 5
  7, 89,  0, 45, 16,  5, 51,  0, 84, 20,100, 61, 84,100, 50, 98, 0
 49, 86, 50,100,100, 96, 81, 66, 82, 40, 87,  9, 38,  0,  0, 22, 3
  6, 74,  0, 32, 38,  0, 90, 14,100, 64, 67,100, 18, 78, 16, 34, 0
 77, 60, 77,100, 10, 90, 15, 49, 40,  8,  0,  0, 32, 34,100, 55, 8
 38,100, 18, 81,  0, 52, 36, 38, 95, 42,100, 60, 83, 31, 85,  0, 4
  0, 99, 51,100,100, 96, 72, 59, 56, 16, 41,  0, 24, 39, 81, 50, 7
 99,100, 61, 78, 37, 40, 41,  0, 99,  0,100, 33, 47, 50,  0, 28, 6
 33,100,  0, 66, 28, 40, 55, 12,  1,  0, 10, 46, 44, 84,100, 92, 5
  4, 80,  0,100, 37, 82, 33, 53,  5, 28,  4,  6, 52,  2,100,  0, 2
  0, 79, 31, 94, 68,100,100, 88, 94, 62, 74, 39, 51, 18, 64,  0, 2
 48,100, 39, 64,  0, 31, 89, 31,100, 59, 77, 85, 71, 42, 63,  0, 4
 84, 81, 39,100,  0, 66,  9, 18, 60,  0,100, 33, 89, 80, 36, 92, 0
 26, 89, 64,100, 81, 82, 73, 61,100, 37, 81, 11, 41,  0,  0,  5, 3
 31, 88,  6, 58, 14, 13, 64,  0,100, 33, 96, 77, 49,100,  0, 81, 0
  0, 84, 25,100, 58, 74, 51, 37, 38,  0, 15, 20, 43, 33,100, 32, 7
 42, 79, 67,100, 78, 79, 71, 60,100, 39, 85, 10, 41,  0,  0, 14, 3
 15, 90, 57,100, 82, 85, 60, 62,100, 47, 86, 23, 44,  8,  0,  0, 3
 15, 97,  0, 76, 33, 46, 95, 59,100,100, 83, 83, 87, 41, 97,  0, 4
 58, 85,100,100, 87, 94, 52, 72, 59, 43, 85, 27, 47,  2,  0,  0, 5
 32, 95,100,100, 55, 95,  0, 71,  7, 45, 73, 33, 78,  7, 11,  0, 5
  0, 94, 44,100, 84, 82,100, 47, 93, 10, 90,  0, 88, 23, 41, 26, 7
  0, 95, 50,100,100, 86, 90, 49, 66, 15, 49,  0, 23, 32, 76, 41, 7
  0,100, 17, 94,  8, 64, 24, 37, 70, 41,100, 57, 87, 28,100,  0, 4
 66, 94,100,100, 81, 96, 50, 81, 47, 50, 54, 19, 26,  0,  0, 12, 5
 44, 97,  9, 62,  0, 13, 41,  0, 82, 26,100, 72, 63,100, 17, 92, 0
 72,100, 36, 98, 39, 81, 82, 99,100, 84, 70, 48, 37, 16,  0,  0, 9
  0, 65, 37, 82, 82,100,100, 90, 86, 65, 70, 39, 55, 14, 49,  0, 1
 35, 96,100,100, 44, 93,  0, 73, 27, 60, 85, 46, 76, 17, 21,  0, 5
 32, 72, 57,100, 76, 71, 56, 35, 21,  7,  0,  4, 51,  0,100,  6, 2
100,100, 81, 81, 39, 55,  0, 28,  8,  0, 75,  4, 66, 31, 12, 25, 6
 15, 72, 47,100, 88, 89, 52, 60, 75, 35,100,  7, 50,  0,  0, 11, 3
  0, 64, 47, 81,100,100, 91, 84, 65, 62, 47, 40, 42, 17, 63,  0, 1
 51, 91, 86,100, 70, 66, 43, 34,  8,  6,  0, 11, 49, 10,100,  0, 2
 41, 82, 77, 98,100,100, 59, 90, 28, 69, 54, 42, 39, 13,  0,  0, 5
 80,100, 31, 86, 63, 74,100, 95, 83, 70, 81, 41, 56, 15,  0,  0, 9
100, 82, 76,100, 57, 78, 99, 87, 92, 68, 67, 40, 38, 14,  0,  0, 9
 33, 76, 48,100,100, 97, 74, 50, 44,  4, 77,  0, 39, 40,  0, 79, 8
 86, 71, 72,100, 32, 75, 55, 35, 42,  0,  0, 17, 48, 45,100, 70, 8
 31,100,  4, 70,  0, 37, 66, 36,100, 50, 66, 68, 36, 34, 14,  0, 4
  0, 87, 32,100, 75, 90, 64, 45, 49,  0, 82, 10,100, 33, 54, 37, 7
100, 95, 87,100, 49, 74, 16, 43,  6,  6, 52,  0, 48, 29,  0, 39, 6
100, 69, 78,100, 37, 85, 83, 77, 91, 52, 97, 15, 51,  0,  0,  0, 9
 35, 44, 41,  2, 81, 14,100, 60, 81,100, 40, 85,  9, 49,  0,  0, 0
 64,100, 32, 77, 16, 47, 16, 16, 58,  0,100, 16, 49, 23,  0,  9, 6
100, 81, 55, 54,  0, 63, 23, 95, 84,100, 94, 64, 74, 29, 35,  0, 9
100, 64, 45, 45,  0, 65, 22,100, 80, 99, 99, 62, 85, 23, 40,  0, 9
  0, 89, 31,100,100, 80, 94, 39, 63,  0, 22, 15,  8, 37, 95, 44, 7
100,100, 59, 73, 26, 45,  0, 15, 33,  0, 97, 18, 81, 38,  9, 28, 6
100, 77, 58,100, 16, 69,  0, 27, 40,  0, 93, 15, 95, 58, 53, 89, 0
 45, 82, 39,100, 82, 99, 64, 43, 25,  5,  0,  0, 50,  4,100,  0, 2
 27,100,  0, 64,  4,  8, 63,  0,100, 46, 73, 96, 12, 79,  0, 25, 0
 40, 67, 54,100, 91, 85, 69, 49, 34, 20,  0,  0, 49,  1,100,  0, 2
 44, 89,100,100, 91, 93, 35, 79, 33, 55, 73, 29, 54,  0,  0, 11, 5
100,100, 66, 94, 38, 70, 15, 45,  0, 18, 26,  0, 55, 16, 11, 24, 6
  0, 98, 51,100,100, 87, 76, 48, 60,  8, 46,  0,  3, 24, 94, 26, 7
 93,100, 52, 82, 19, 52, 12, 18, 60,  0,100, 21, 44, 32,  0, 10, 6
  8, 92, 58, 64,100, 30, 73,  0, 12, 22,  0, 61,  3, 97, 90,100, 5
 23, 85,  0, 49,  2, 11, 52,  0, 91, 30,100, 67, 70,100, 14, 96, 0
 20, 85,  0, 61, 18, 22, 50,  0, 86, 11,100, 51, 79, 87, 45,100, 0
 13, 54,  0, 16, 39,  0, 82, 17,100, 54, 89, 93, 47,100, 26, 65, 0
 68, 46, 89, 75, 52,100,  0, 80,  6, 53, 72, 54,100, 33, 89,  0, 9
 29, 97, 31, 70, 61, 42, 50,  0,  0, 20, 17, 60, 41, 98,100,100, 5
 41, 96, 99,100,100, 74, 58, 38, 28,  0,  7, 16,  0, 45, 80, 34, 7
100,100, 50, 76,  0, 36, 76, 35, 99, 62, 89, 96, 80, 45, 72,  0, 4
 22, 77, 34,100, 90, 99, 65, 67, 72, 56,100, 28, 58,  2,  0,  0, 3
  0, 75,  8,100, 40, 91, 28, 59,  7, 31, 13,  8, 56,  5,100,  0, 2
  0, 57, 36, 83, 62,100, 54, 64, 47, 28, 12,  0, 30,  2,100,  3, 1
  0, 64, 48, 80,100,100, 95, 87, 76, 65, 67, 43, 57, 22, 71,  0, 1
  0, 87,  9, 47, 80, 54, 80,  7, 24,  0,  2, 50, 25, 91,100,100, 5
  0, 72,  9,100, 68, 94, 74, 63, 49, 34,  6,  9, 30,  0,100,  1, 2
  0, 90, 46,100,100, 98, 87, 76, 56, 56, 74, 34, 56, 12,  8,  0, 3
 53, 79, 44, 55, 22, 10,  0,  0, 32, 36, 66, 69,100,100, 61, 83, 8
100, 95, 68,100, 34, 98, 19, 61, 53, 61, 61, 20, 31,  2,  0,  0, 5
  0, 12, 50, 48, 84, 87, 24,100, 29, 65,100, 35, 84,  0,  9, 11, 8
  0, 95, 51,100, 91, 86, 81, 45, 68,  5, 55,  0, 46, 34,100, 33, 7
 43, 97,  3, 69,  0, 20, 43,  0, 88, 23,100, 70, 62,100, 14, 84, 0
  0, 89, 54,100,100, 80, 82, 37, 48,  0, 11,  5, 19, 32, 76, 38, 7
 14, 86,  0, 58, 58, 63, 77, 21, 27,  0, 14, 55, 36, 93,100,100, 5
 34,100,  9, 68, 61, 65, 67, 24,  0,  0,  3, 45, 20, 92,100, 99, 5
 45, 70, 77, 35, 58,  0,  0, 10, 48, 42,100, 71, 84,100, 26, 81, 8
 29, 75, 29, 85,100,100, 85, 81, 59, 61, 38, 41, 15, 20,  0,  0, 1
  6,100,  0, 80, 32, 54,100, 59, 99, 99, 72, 77, 60, 38, 43,  0, 4
 68,100, 50, 79, 15, 51,  0, 47, 54, 38,100, 49, 91, 35, 87,  0, 4
 99, 68, 58,100,  0, 78, 47, 42,100,  9, 39,  0, 47, 41,100, 73, 8
  0, 86, 37,100, 95, 92, 87, 67, 55, 44, 18, 23, 32,  2,100,  0, 2
100, 94, 54, 96,  9,100,  0, 60, 43, 52, 72, 24, 41,  0, 13,  8, 5
  0, 79, 36,100, 82, 81, 87, 40, 70,  0, 31, 24, 45, 45,100, 50, 7
 32, 74, 87, 95,100,100, 84, 73, 79, 46, 66, 18,  0,  0,  3,  0, 1
 29,100,  3, 82,  0, 52, 60, 51,100, 78, 90, 56, 81, 27, 75,  0, 4
  0, 75, 36,100, 63, 73, 47, 34, 14,  4,  4, 10, 52,  9,100,  0, 2
 13, 95, 17, 66, 83, 35, 77,  0,  0, 14, 42, 49,100, 81, 34,100, 8
  8, 58, 56, 77,100,100, 88, 95, 60, 72, 36, 48, 12, 24,  0,  0, 1
 15, 73, 42,100, 32, 72, 27, 39, 44,  7,100,  0, 52,  5,  0,  3, 1
 27, 90,  0, 77, 64, 52, 72, 11,  8,  0,  7, 41, 29, 84,100,100, 5
  0, 62, 21,100, 27, 80, 26, 35,  4,  4, 12,  0, 55,  2,100,  5, 1
  0, 90, 47,100, 65, 69, 48, 31, 37,  0, 14, 34, 49, 40,100, 39, 7
 24, 58, 84, 87,100,100, 89, 60, 85, 20, 45,  0,  0,  1, 94,  2, 1
 45,100, 12, 82,  0, 41, 17,  4, 62,  0,100, 21, 96, 60, 54, 66, 0
 26, 74, 54,100, 70, 70, 49, 37, 18,  7,  0,  7, 49, 15,100,  0, 2
 38, 63, 74,100, 11, 86, 34, 43, 67,  0,  0,  7, 27, 48,100, 76, 8
 43, 83, 42, 76, 52,100, 46, 44, 36,  0,  0, 13, 50, 12,100, 13, 1
 21, 90,  3, 52, 77, 55, 62,  5,  0,  0,  6, 52, 14,100,100,100, 5
  5,100, 93, 97,100, 74, 65, 41, 37,  8,  5,  0,  0, 24, 89, 23, 7
  8,100,  0, 81,  9, 52, 81, 54,100, 75, 86, 64, 87, 32, 90,  0, 4
 12, 83,  8, 54, 56, 31, 22,  0,  4, 24,  0, 63, 37, 94,100,100, 5
 68,100, 23, 77,  0, 41,  7,  3, 64,  0,100, 31, 56, 39, 14, 11, 6
 26, 80, 57,100, 72, 75, 54, 44, 24, 18,  0, 11, 50,  8,100,  0, 2
 52, 96, 84,100,100, 79, 73, 58, 84, 35, 90, 11, 47,  0,  0,  5, 3
  0, 95, 43,100,100, 93, 64, 62, 33, 29,  1,  0,  1, 36, 72, 36, 7
100, 97, 40,100,  0, 65, 35, 27, 39,  0, 40, 38, 87, 73, 87,100, 8
 76, 70, 32,100, 10, 71, 85, 41,100,  4,  4,  0,  0, 39, 54, 73, 8
 36,100,  3, 76,  0, 32, 27,  0, 70,  6,100, 37, 91, 76, 49, 70, 0
  8,100,  0, 77,  0, 55, 29, 38, 71, 55, 71, 42, 71, 20,100,  0, 4
 17, 89,  0, 55, 65, 58, 69, 11, 11,  0, 10, 60, 31,100,100, 96, 5
  0, 78, 39,100, 82, 75, 68, 37, 54,  0,  6, 25, 35, 37,100, 37, 7
  0, 95, 54,100, 93, 79, 81, 42, 60,  7, 36,  0, 44, 27,100, 31, 7
 55, 89, 32,100,  5, 65,  0, 28, 43,  0,100, 19, 51, 31, 16,  0, 6
 33, 95,  4, 69,  0, 27, 39,  0, 88, 16,100, 56, 69, 89, 17,100, 0
 19,100,  3, 83,  0, 60,  8, 37, 92, 33, 81, 44, 70, 21,100,  0, 4
 81, 90, 29, 82,  0, 42, 10,  0, 70, 16,100, 56, 96,100, 47, 82, 0
 59, 85, 25, 71, 88, 35, 79,  0,  7, 29, 62, 64,100,100,  0, 99, 8
  0, 96, 10,100, 59, 99,100, 87, 93, 64, 69, 43, 44, 22, 25,  0, 7
